"","E72870000","E72849000","E72810000","E72715000","E72680000","E72630000","E72430000"
"1985-01-01",0.00710952380952379,0.0143819197735435,0.0166458606965174,0.0170461764987491,0.0153386448087431,0.0096768214285714,0.0124516543209876
"1985-01-02",0.00880952380952382,0.010607266401593,0.0117366766169154,0.0133725553342885,0.0129695901639344,0.00815912142857145,0.0103998086419752
"1985-01-03",0.0074238095238095,0.00802568052353014,0.00899489054726366,0.0111759070764821,0.0112033907103826,0.00732734999999995,0.00952770370370359
"1985-01-04",0.00845238095238088,0.00733584327393877,0.00797359701492528,0.0104386998448043,0.0095538114754099,0.00672131785714281,0.00837251851851861
"1985-01-05",0.00648095238095237,0.00690221771958388,0.00797359701492528,0.0102977395954706,0.00802281420765016,0.00632607142857133,0.00779847530864197
"1985-01-06",0.00506190476190471,0.0057894611550271,0.00699755223880594,0.0094678422127894,0.00644492349726766,0.00632607142857133,0.00751240740740733
"1985-01-07",0.0074238095238095,0.00740291400299897,0.00847868656716422,0.010749250725667,0.00502344262295074,0.00632607142857133,0.00722700000000009
"1985-01-08",0.00845238095238088,0.0636136515455796,0.0777132835820895,0.0629876788415782,0.004028612021858,0.00712361428571429,0.00894896913580245
"1985-01-09",0.00809523809523816,0.0216620026829557,0.0258640348258707,0.0240041402461029,0.00458506830601091,0.00712361428571429,0.00837251851851861
"1985-01-10",0.00533809523809525,0.0136597227079989,0.0166458606965174,0.0168003526680891,0.00517353825136602,0.00632607142857133,0.00722700000000009
"1985-01-11",0.00533809523809525,0.00973333046880764,0.0117366766169154,0.0130407875191001,0.00730245901639348,0.00574680000000005,0.00665827777777772
"1985-01-12",0.00533809523809525,0.00749510088061078,0.00899489054726366,0.0109352493734038,0.00747970218579241,0.00518442142857145,0.00609250555555563
"1985-01-13",0.00259523809523809,0.00615084554801792,0.00797359701492528,0.00998558240832481,0.00678218032786893,0.0055574285714286,0.00581079999999989
"1985-01-14",0.00561428571428579,0.00668781042322042,0.00797359701492528,0.0101740746399688,0.00611538524590172,0.00518442142857145,0.00552992592592583
"1985-01-15",0.00679523809523808,0.00529903472752702,0.00606842288557208,0.00883149459740351,0.00547964754098351,0.00518442142857145,0.00637500617283959
"1985-01-16",0.0074238095238095,0.00668025497267455,0.00699755223880594,0.00991122101996988,0.00487532786885247,0.0161919214285715,0.0106915246913579
"1985-01-17",0.00679523809523808,0.00544897861205018,0.00606842288557208,0.00911060249270723,0.00547964754098351,0.01150235,0.0124516543209876
"1985-01-18",0.00679523809523808,0.00478634688148749,0.00518809950248755,0.00829713611749594,0.00995516939890706,0.00837118214285715,0.0103998086419752
"1985-01-19",0.00679523809523808,0.00470736506537128,0.00518809950248755,0.00823528886753633,0.00839433333333339,0.00692159642857137,0.00866045061728404
"1985-01-20",0.00383333333333336,0.00341231731081271,0.00435876318407957,0.00736591540726028,0.00695369398907109,0.00593804642857143,0.00722700000000009
"1985-01-21",0.00589047619047611,0.00376397603692746,0.00435876318407957,0.00746995463252054,0.00563565027322399,0.00536996071428564,0.00609250555555563
"1985-01-22",0.00648095238095237,0.0031913583095331,0.00358293731343284,0.00691223548987563,0.00458506830601091,0.00500083928571438,0.00581079999999989
"1985-01-23",0.00616666666666665,0.00312134728086066,0.00358293731343284,0.00688294798607569,0.00430281147540978,0.00481924285714275,0.00552992592592583
"1985-01-24",0.00616666666666665,0.00313332681613421,0.00358293731343284,0.00687592812928672,0.00430281147540978,0.00481924285714275,0.00524992037037042
"1985-01-25",0.00589047619047611,0.00305935514915157,0.00358293731343284,0.0068455759995838,0.004028612021858,0.00446212500000009,0.00497082345679023
"1985-01-26",0.00589047619047611,0.00302657255059158,0.00358293731343284,0.0068403948836715,0.00376251912568315,0.00411332500000006,0.00497082345679023
"1985-01-27",0.00359523809523798,0.0023603575938802,0.0032160054726369,0.00641688861059353,0.004028612021858,0.00481924285714275,0.00469268086419761
"1985-01-28",0.00589047619047611,0.00330499390545325,0.00358293731343284,0.00688100250124402,0.00563565027322399,0.00712361428571429,0.00469268086419761
"1985-01-29",0.00648095238095237,0.00392380093823141,0.00435876318407957,0.00746492897864615,0.00532560655737702,0.00518442142857145,0.00441554074074069
"1985-01-30",0.00648095238095237,0.00386646464292073,0.00435876318407957,0.00746369560411209,0.00444293715847,0.00481924285714275,0.00441554074074069
"1985-01-31",0.00648095238095237,0.00452587053554376,0.00518809950248755,0.00808016117693544,0.00430281147540978,0.00446212500000009,0.0041394586419754
"1985-02-01",0.00616666666666665,0.00375711827351588,0.00435876318407957,0.00742484950433919,0.004028612021858,0.00411332500000006,0.0041394586419754
"1985-02-02",0.00589047619047611,0.00438905561745995,0.00518809950248755,0.00806042834755849,0.00458506830601091,0.00446212500000009,0.00497082345679023
"1985-02-03",0.00299523809523805,0.00622396248525603,0.00797359701492528,0.0101500001197539,0.00579361202185802,0.00815912142857145,0.00894896913580245
"1985-02-04",0.00616666666666665,0.0130519955566737,0.0153610646766169,0.0160384045224264,0.00975356830601104,0.0105778535714285,0.0112764012345679
"1985-02-05",0.00616666666666665,0.0179677902357931,0.0214281890547263,0.0206545212821838,0.0105710327868853,0.0105778535714285,0.0124516543209876
"1985-02-06",0.00648095238095237,0.0095517623033512,0.0111674129353234,0.0127798499576703,0.00915986338797814,0.00753278928571421,0.00952770370370359
"1985-02-07",0.00679523809523808,0.00773953438757924,0.00899489054726366,0.0110807098175867,0.00661259016393445,0.00593804642857143,0.00722700000000009
"1985-02-08",0.00648095238095237,0.0103589794450829,0.0123160945273633,0.0135607128136834,0.00595352459016385,0.0055574285714286,0.00665827777777772
"1985-02-09",0.00616666666666665,0.0208917119969119,0.0243520298507462,0.0228553871999351,0.0122937158469945,0.0154202999999999,0.00866045061728404
"1985-02-10",0.00359523809523798,0.0200661167774738,0.0228732189054726,0.0217391695734326,0.0234927896174864,0.024195075,0.0115695432098766
"1985-02-11",0.00616666666666665,0.0183293216156897,0.0207185323383086,0.0202793338282135,0.0223164836065575,0.0196613642857142,0.0148220925925926
"1985-02-12",0.00648095238095237,0.0247692090915763,0.0289854676616916,0.0263884845265114,0.0178840273224044,0.0146600071428571,0.0112764012345679
"1985-02-13",0.00648095238095237,0.0457879413033946,0.054193880597015,0.0455378991384578,0.0231961803278689,0.0218932464285715,0.0136337283950618
"1985-02-14",0.00679523809523808,0.0551445635469305,0.0655717910447762,0.0545911199864804,0.0324747540983608,0.0287834071428572,0.030076512345679
"1985-02-15",0.0161666666666667,0.0869947613976727,0.0966655223880597,0.078199630980454,0.116341420765027,0.0503046071428572,0.0254348888888889
"1985-02-16",0.0183,0.109246054069851,0.125078457711443,0.0992536335582626,0.102717677595628,0.0403179642857143,0.0232858641975309
"1985-02-17",0.00845238095238088,0.0644451996105737,0.0743283582089553,0.060824367071652,0.0599920491803279,0.0328856821428571,0.0175167283950617
"1985-02-18",0.00916666666666677,0.0493326817442954,0.0562040298507462,0.0478629103181145,0.0674283333333334,0.034803975,0.0401200308641976
"1985-02-19",0.00845238095238088,0.045529457278163,0.0522103482587064,0.0447288836814714,0.0491582240437158,0.0338429321428571,0.0325705246913581
"1985-02-20",0.054,0.0663002246440627,0.0634451741293531,0.0569742703040343,0.0925883606557376,0.0633598928571428,0.0509630185185186
"1985-02-21",0.0278095238095237,0.0732674632542454,0.0777132835820895,0.0678829289752028,0.113315218579235,0.0964793928571428,0.108640185185185
"1985-02-22",0.0156809523809525,0.0560993553660014,0.0613439800995026,0.0549048851356113,0.106783579234973,0.0854710714285714,0.121804259259259
"1985-02-23",0.0161666666666667,0.0499912631515635,0.0562040298507462,0.04961139588166,0.0641271038251365,0.0503046071428572,0.0779915432098766
"1985-02-24",0.00710952380952379,0.029583819384057,0.033903736318408,0.0310595109370435,0.0396754644808743,0.0316153821428571,0.0401200308641976
"1985-02-25",0.00773809523809521,0.0190769977811747,0.0214281890547263,0.0212539560297431,0.0284664207650274,0.0224622607142857,0.0275950679012347
"1985-02-26",0.00710952380952379,0.0198197348738245,0.0228732189054726,0.0221192998594057,0.0231961803278689,0.0175025392857142,0.0226740246913579
"1985-02-27",0.00710952380952379,0.0184954755456539,0.0214281890547263,0.0208991540637002,0.020045393442623,0.0146600071428571,0.0190250308641975
"1985-02-28",0.00710952380952379,0.0165615664196532,0.0193253383084577,0.0192436498021207,0.0148506338797814,0.0126897821428571,0.0166154938271605
"1985-03-01",0.00648095238095237,0.0136644726202375,0.0159988009950249,0.0166196391043985,0.013429150273224,0.0112690714285715,0.0148220925925926
"1985-03-02",0.00616666666666665,0.0114928637967964,0.0135048855721394,0.0146599590339027,0.0122937158469945,0.00989983571428565,0.0136337283950618
"1985-03-03",0.00589047619047611,0.0113897546369925,0.0135048855721394,0.0146092051054418,0.0107799918032787,0.00923537142857134,0.0124516543209876
"1985-03-04",0.00383333333333336,0.00998417343357905,0.0123160945273633,0.0135328651919071,0.00975356830601104,0.00837118214285715,0.0112764012345679
"1985-03-05",0.00506190476190471,0.00925112899959846,0.0111674129353234,0.0127254375569459,0.00896568032786882,0.00794869285714284,0.0106915246913579
"1985-03-06",0.00648095238095237,0.00950512371192835,0.0111674129353234,0.0128167600236657,0.00820763114754097,0.00794869285714284,0.0103998086419752
"1985-03-07",0.00648095238095237,0.0123930650058728,0.0147327611940298,0.015502992977986,0.00820763114754097,0.00753278928571421,0.0101085925925926
"1985-03-08",0.00589047619047611,0.0128170842443924,0.0153610646766169,0.0159436147385317,0.00783988524590162,0.00794869285714284,0.00981788271604933
"1985-03-09",0.00589047619047611,0.0113539048660292,0.0135048855721394,0.0145305840548753,0.00839433333333339,0.00815912142857145,0.00952770370370359
"1985-03-10",0.0040714285714285,0.0101479891361858,0.0123160945273633,0.0135105109382136,0.0101586202185793,0.00880011785714285,0.00952770370370359
"1985-03-11",0.00648095238095237,0.0106871000557902,0.0123160945273633,0.0137493556924244,0.0107799918032787,0.0108068107142858,0.0112764012345679
"1985-03-12",0.00648095238095237,0.00966507203065126,0.0111674129353234,0.012840933105833,0.0101586202185793,0.0094553285714285,0.0106915246913579
"1985-03-13",0.00648095238095237,0.00868200934650298,0.0100599452736319,0.0119242331811709,0.0093559098360656,0.00753278928571421,0.00894896913580245
"1985-03-14",0.00648095238095237,0.00781176564433506,0.00899489054726366,0.0110675669270555,0.00839433333333339,0.00692159642857137,0.00722700000000009
"1985-03-15",0.00648095238095237,0.00686808603459088,0.00797359701492528,0.0103039546740622,0.0071271202185792,0.00632607142857133,0.00779847530864197
"1985-03-16",0.00679523809523808,0.00778475147287505,0.00899489054726366,0.0111025186586553,0.00678218032786893,0.00672131785714281,0.00751240740740733
"1985-03-17",0.00339523809523801,0.0063095386267531,0.00797359701492528,0.0101496033965405,0.00678218032786893,0.00753278928571421,0.00866045061728404
"1985-03-18",0.00589047619047611,0.00598895799393095,0.00699755223880594,0.00955987728186969,0.00747970218579241,0.00712361428571429,0.00866045061728404
"1985-03-19",0.00589047619047611,0.00558279434986453,0.0065270099502488,0.00916158918078436,0.00695369398907109,0.00632607142857133,0.00751240740740733
"1985-03-20",0.00616666666666665,0.00595502052335872,0.00699755223880594,0.00951391667846324,0.00595352459016385,0.0055574285714286,0.00694228395061725
"1985-03-21",0.00648095238095237,0.0052516930230051,0.00606842288557208,0.00883648459146236,0.00547964754098351,0.00574680000000005,0.00694228395061725
"1985-03-22",0.00648095238095237,0.00524533548309081,0.00606842288557208,0.00883158354257318,0.00563565027322399,0.0055574285714286,0.00694228395061725
"1985-03-23",0.00648095238095237,0.00577752076698368,0.0065270099502488,0.00952477638815941,0.0107799918032787,0.01173705,0.0172159938271605
"1985-03-24",0.00383333333333336,0.0116438983210927,0.00899489054726366,0.0133116867487788,0.0818889344262295,0.0753718571428572,0.0717446913580246
"1985-03-25",0.00710952380952379,0.00976470366128956,0.0100599452736319,0.0140898438400161,0.0529471038251366,0.0429506071428571,0.0796406172839506
"1985-03-26",0.0074238095238095,0.00848900377772122,0.0111674129353234,0.0154110715531335,0.0363553551912568,0.0322496607142857,0.103602283950617
"1985-03-27",0.0074238095238095,0.00856087915596859,0.0100599452736319,0.0133199947005498,0.0253077896174863,0.023323875,0.0548256111111112
"1985-03-28",0.0074238095238095,0.00744708617804823,0.00847868656716422,0.0117476554078804,0.0214520464480874,0.0196613642857142,0.0413872469135803
"1985-03-29",0.0074238095238095,0.00706409604161129,0.00797359701492528,0.0111654848619283,0.0186816010928961,0.0172379928571429,0.0344487716049382
"1985-03-30",0.00648095238095237,0.00599169893104845,0.00699755223880594,0.0102537654964578,0.0165894781420766,0.0149121642857142,0.0313220000000001
"1985-03-31",0.00299523809523805,0.0045834959321136,0.00606842288557208,0.00919635511737571,0.0146092786885246,0.0134186785714285,0.0269767777777778
"1985-04-01",0.00589047619047611,0.0051545534040911,0.00606842288557208,0.00923818385465447,0.0129695901639344,0.01150235,0.0220631913580247
"1985-04-02",0.00648095238095237,0.00526166640718206,0.00606842288557208,0.00918926765478889,0.0114178278688524,0.0103503642857143,0.0190250308641975
"1985-04-03",0.00648095238095237,0.00452282143881977,0.00518809950248755,0.0084652363657951,0.0103639071038251,0.0094553285714285,0.0172159938271605
"1985-04-04",0.00648095238095237,0.0048937042706938,0.00518809950248755,0.00860673603741824,0.0150937540983607,0.0144091357142857,0.0202369876543209
"1985-04-05",0.00359523809523798,0.00534945816975751,0.00606842288557208,0.00938455281221606,0.023791087431694,0.0202126142857142,0.030076512345679
"1985-04-06",0.00430952380952387,0.00994388930729451,0.0117366766169154,0.0136154235287653,0.0211673005464481,0.0172379928571429,0.0269767777777778
"1985-04-07",0.00190476190476185,0.0254335719395387,0.0314097960199005,0.0281790498429564,0.0184140136612021,0.0149121642857142,0.0217581666666666
"1985-04-08",0.00589047619047611,0.0151335071821828,0.0179675422885572,0.0182086872785552,0.0143696967213114,0.0131743678571428,0.0190250308641975
"1985-04-09",0.00648095238095237,0.0115467950620429,0.0135048855721394,0.0147845041588024,0.0127425000000001,0.01150235,0.0166154938271605
"1985-04-10",0.00648095238095237,0.00959668870829278,0.0111674129353234,0.0129656879948086,0.0114178278688524,0.0105778535714285,0.0151201172839506
