"","E84820000","E84853000","E84800000","E84949000"
"1985-03-06",0.0266730038022813,0.00966197183098583,0.0405580622733628,0.0159164345403899
"1985-03-07",0.0288973384030418,0.0143098591549295,0.0424484497794735,0.0144233983286908
"1985-03-08",0.0266730038022813,0.00873239436619722,0.0391432064253507,0.0121838440111421
"1985-03-09",0.0229657794676805,0.037605633802817,0.0492937869903849,0.0151699164345405
"1985-03-10",0.0531178707224336,0.138084507042254,0.129129261890108,0.13966573816156
"1985-03-11",0.0615589353612167,0.0442253521126761,0.0727797034672655,0.0495264623955431
"1985-03-12",0.0561977186311786,0.0270985915492958,0.0575122396763512,0.0234679665738162
"1985-03-13",0.0500380228136883,0.0170985915492958,0.0501561217400104,0.0166629526462396
"1985-03-14",0.046958174904943,0.0143098591549295,0.0473994765834809,0.0136768802228413
"1985-03-15",0.042300380228137,0.0105915492957747,0.0440728920683502,0.0114373259052925
"1985-03-16",0.0404372623574145,0.00966197183098583,0.0429877114992778,0.010690807799443
"1985-03-17",0.035893536121673,0.00828169014084512,0.0409737209115917,0.00994428969359329
"1985-03-18",0.0332699619771863,0.00692957746478884,0.0397332445780627,0.00994428969359329
"1985-03-19",0.0306463878326997,0.00557746478873233,0.0383440056594915,0.00943454038997205
"1985-03-20",0.025190114068441,0.00512676056338024,0.036467910375523,0.00892479108635102
"1985-03-21",0.0237072243346008,0.00602816901408443,0.0363680801282564,0.00892479108635102
"1985-03-22",0.0214828897338404,0.00602816901408443,0.0355801582999706,0.00841504178272978
"1985-03-23",0.0244486692015209,0.00828169014084512,0.0383397512674202,0.0121838440111421
"1985-03-24",0.0306463878326997,0.0170985915492958,0.0505052252119353,0.0371866295264625
"1985-03-25",0.159733840304183,0.14630985915493,0.167353288981592,0.153314763231198
"1985-03-26",0.127813688212928,0.156676056338028,0.184191518707599,0.234178272980501
"1985-03-27",0.105893536121673,0.0765070422535212,0.106991661009688,0.0838440111420613
"1985-03-28",0.0704562737642584,0.0608450704225352,0.0826681173770338,0.0542061281337047
"1985-03-29",0.0432319391634981,0.0496338028169014,0.0658661452919027,0.0371866295264625
"1985-03-30",0.0322813688212928,0.0389295774647886,0.0562934499052721,0.0283147632311977
"1985-03-31",0.0243954372623574,0.0349577464788733,0.0508251585708588,0.0222562674094708
"1985-04-01",0.012851711026616,0.0258028169014084,0.0427831195398214,0.0174094707520891
"1985-04-02",0.0111901140684412,0.0206197183098591,0.0400122452237619,0.0159164345403899
"1985-04-03",0.0117072243346008,0.0180281690140844,0.0392342979010067,0.0159164345403899
"1985-04-04",0.0106730038022813,0.016169014084507,0.0376197347408693,0.0136768802228413
"1985-04-05",0.0117072243346008,0.0152394366197184,0.0371568453748619,0.0121838440111421
"1985-04-06",0.0194809885931559,0.0245070422535212,0.0431737068512466,0.0136768802228413
"1985-04-07",0.0234125475285172,0.0219154929577465,0.0455169526409824,0.0210445682451252
"1985-04-08",0.01787072243346,0.016169014084507,0.0405764389286583,0.0166629526462396
"1985-04-09",0.0172433460076045,0.0170985915492958,0.0416415980974911,0.0198328690807799
"1985-04-10",0.0166159695817492,0.0180281690140844,0.0414445979671696,0.0186211699164345
"1985-04-11",0.0166159695817492,0.0323098591549296,0.0479569222990024,0.0234679665738162
"1985-04-12",0.0214467680608366,0.0670422535211268,0.0674055572755581,0.0433147632311979
"1985-04-13",0.01787072243346,0.037605633802817,0.0509113433631301,0.025891364902507
"1985-04-14",0.0147338403041826,0.0245070422535212,0.0439183395971492,0.0210445682451252
"1985-04-15",0.012851711026616,0.0283943661971831,0.0444080154656605,0.0198328690807799
"1985-04-16",0.0322813688212928,0.0935774647887324,0.0908860435615988,0.0815041782729806
"1985-04-17",0.0243954372623574,0.0608450704225352,0.0643278863620083,0.0371866295264625
"1985-04-18",0.0243954372623574,0.0577464788732394,0.0654403784370303,0.0448467966573816
"1985-04-19",0.01787072243346,0.0349577464788733,0.0506660494896654,0.0283147632311977
"1985-04-20",0.0153612167300381,0.0270985915492958,0.045727361363517,0.0234679665738162
"1985-04-21",0.0134790874524715,0.0219154929577465,0.0419250685030796,0.0186211699164345
"1985-04-22",0.0117072243346008,0.0152394366197184,0.0380178508963867,0.0151699164345405
"1985-04-23",0.0106730038022813,0.0143098591549295,0.0371671590161755,0.0144233983286908
"1985-04-24",0.00860456273764254,0.0124507042253521,0.0354655493758933,0.0129303621169916
"1985-04-25",0.00757034220532327,0.0105915492957747,0.0344951732367889,0.0129303621169916
"1985-04-26",0.00639923954372623,0.0105915492957747,0.0402028761355526,0.0341225626740946
"1985-04-27",0.00541825095057025,0.00873239436619722,0.0340549010143638,0.0159164345403899
"1985-04-28",0.00476425855513307,0.00873239436619722,0.0330067649485157,0.0129303621169916
"1985-04-29",0.00476425855513307,0.0124507042253521,0.0339138138488448,0.0114373259052925
"1985-04-30",0.00574524714828906,0.0180281690140844,0.0393098364710598,0.0222562674094708
"1985-05-01",0.00509125475285166,0.0152394366197184,0.0367274808041136,0.0174094707520891
"1985-05-02",0.0041102661596959,0.00966197183098583,0.0333644838200737,0.0136768802228413
"1985-05-03",0.0036140684410646,0.00783098591549303,0.0319172411607866,0.0114373259052925
"1985-05-04",0.00327566539923962,0.00692957746478884,0.0310647330819016,0.00994428969359329
"1985-05-05",0.00276806083650194,0.00602816901408443,0.030298815128682,0.00892479108635102
"1985-05-06",0.00310646387832691,0.00557746478873233,0.0302353473751913,0.00892479108635102
"1985-05-07",0.00327566539923962,0.00692957746478884,0.0307714325493875,0.00892479108635102
"1985-05-08",0.0036140684410646,0.0180281690140844,0.0349969366378298,0.00943454038997205
"1985-05-09",0.00443726235741448,0.016169014084507,0.0357962153491358,0.0136768802228413
"1985-05-10",0.00509125475285166,0.0143098591549295,0.0391658711740943,0.0271030640668524
"1985-05-11",0.0041102661596959,0.0115211267605633,0.0348900223154456,0.0166629526462396
"1985-05-12",0.0036140684410646,0.00873239436619722,0.0320268689614363,0.010690807799443
"1985-05-13",0.00310646387832691,0.00783098591549303,0.031339617667838,0.00994428969359329
"1985-05-14",0.00276806083650194,0.00692957746478884,0.0309164460337263,0.00994428969359329
"1985-05-15",0.00293726235741443,0.00692957746478884,0.0303791232492552,0.00790529247910854
"1985-05-16",0.00259885931558945,0.00692957746478884,0.0304270588255267,0.00841504178272978
"1985-05-17",0.00259885931558945,0.00692957746478884,0.0304270588255267,0.00841504178272978
"1985-05-18",0.00226045627376426,0.00602816901408443,0.0298572265095711,0.00790529247910854
"1985-05-19",0.00226045627376426,0.00512676056338024,0.0293861024677429,0.00739554317548752
"1985-05-20",0.00293726235741443,0.0124507042253521,0.032361337967916,0.00790529247910854
"1985-05-21",0.00344486692015211,0.0105915492957747,0.0326455234377023,0.010690807799443
"1985-05-22",0.00293726235741443,0.00828169014084512,0.031452248611668,0.00994428969359329
"1985-05-23",0.00259885931558945,0.00647887323943652,0.0304116058417332,0.00892479108635102
"1985-05-24",0.00259885931558945,0.00467605633802815,0.0294692885030856,0.00790529247910854
"1985-05-25",0.00226045627376426,0.00422535211267605,0.028914828881873,0.00688579387186627
"1985-05-26",0.00242965779467674,0.00422535211267605,0.0288174233571235,0.00637604456824503
"1985-05-27",0.00209125475285177,0.00422535211267605,0.0285718946616018,0.00586629526462401
"1985-05-28",0.00226045627376426,0.00467605633802815,0.0287834869299379,0.00586629526462401
"1985-05-29",0.00276806083650194,0.00602816901408443,0.0298586668103946,0.00739554317548752
"1985-05-30",0.00226045627376426,0.00602816901408443,0.0300039214889407,0.00841504178272978
"1985-05-31",0.00226045627376426,0.00602816901408443,0.0298572265095711,0.00790529247910854
"1985-06-01",0.00226045627376426,0.00422535211267605,0.028914828881873,0.00688579387186627
"1985-06-02",0.00276806083650194,0.00692957746478884,0.0307698434522283,0.00943454038997205
"1985-06-03",0.00310646387832691,0.0124507042253521,0.0338582018824798,0.0129303621169916
"1985-06-04",0.00259885931558945,0.00966197183098583,0.032064137593381,0.010690807799443
"1985-06-05",0.00226045627376426,0.00692957746478884,0.0304748890932369,0.00892479108635102
"1985-06-06",0.00226045627376426,0.00602816901408443,0.0298572265095711,0.00790529247910854
"1985-06-07",0.00226045627376426,0.00512676056338024,0.0292393470839203,0.00688579387186627
"1985-06-08",0.00293726235741443,0.0133802816901409,0.0350000245209399,0.0159164345403899
"1985-06-09",0.0362357414448669,0.0935774647887324,0.0855894063070952,0.0588857938718663
"1985-06-10",0.0184980988593155,0.0469295774647887,0.0540545506502499,0.024679668523677
"1985-06-11",0.0153612167300381,0.0389295774647886,0.0479741250845651,0.0166629526462396
"1985-06-12",0.014106463878327,0.0170985915492958,0.0391696680910194,0.0144233983286908
"1985-06-13",0.0122243346007604,0.0133802816901409,0.0366394317857404,0.0121838440111421
"1985-06-14",0.00963878326996204,0.0105915492957747,0.0342378189079626,0.00994428969359329
"1985-06-15",0.00860456273764254,0.00828169014084512,0.0328115037446493,0.00892479108635102
"1985-06-16",0.0106730038022813,0.0124507042253521,0.0369280952862026,0.0159164345403899
"1985-06-17",0.0577946768060837,0.105577464788732,0.101357364888161,0.076824512534819
"1985-06-18",0.0080874524714829,0.0496338028169014,0.0526347946932526,0.0271030640668524
"1985-06-19",0.00672623574144482,0.0258028169014084,0.0413359739336798,0.0186211699164345
"1985-06-20",0.00574524714828906,0.0193239436619719,0.0379540300826444,0.0159164345403899
"1985-06-21",0.00963878326996204,0.0143098591549295,0.0368654114626092,0.0144233983286908
"1985-06-22",0.0147338403041826,0.0124507042253521,0.0372500433791358,0.0129303621169916
"1985-06-23",0.00757034220532327,0.00966197183098583,0.0337309968797925,0.0114373259052925
"1985-06-24",0.0382129277566541,0.00828169014084512,0.0416356087635545,0.00994428969359329
"1985-06-25",0.0243954372623574,0.00828169014084512,0.03738155502475,0.00892479108635102
"1985-06-26",0.0342585551330798,0.00783098591549303,0.0400470684142173,0.00892479108635102
"1985-06-27",0.026361216730038,0.00738028169014093,0.0376206964027008,0.00892479108635102
"1985-06-28",0.0224296577946768,0.00692957746478884,0.0361789797464362,0.00841504178272978
"1985-06-29",0.0214467680608366,0.00647887323943652,0.0355852792763138,0.00790529247910854
"1985-06-30",0.0184980988593155,0.00602816901408443,0.0345718879546866,0.00790529247910854
"1985-07-01",0.0204638783269961,0.00602816901408443,0.0349914990945965,0.00739554317548752
"1985-07-02",0.0214467680608366,0.00738028169014093,0.03605872754463,0.00841504178272978
"1985-07-03",0.0184980988593155,0.00647887323943652,0.0350294965193645,0.00892479108635102
"1985-07-04",0.0194809885931559,0.00602816901408443,0.0351503022021378,0.00892479108635102
"1985-07-05",0.01787072243346,0.00557746478873233,0.0342278284544939,0.00790529247910854
"1985-07-06",0.0866920152091255,0.0362816901408451,0.0734608049847698,0.0371866295264625
"1985-07-07",0.148764258555133,0.183943661971831,0.170474887088622,0.12908077994429
"1985-07-08",0.0746768060836502,0.0550422535211268,0.0768434837773602,0.0371866295264625
"1985-07-09",0.0563878326996197,0.0402535211267605,0.0619530625630946,0.0222562674094708
"1985-07-10",0.0444866920152092,0.0362816901408451,0.055702471984709,0.0174094707520891
"1985-07-11",0.0362357414448669,0.0206197183098591,0.0472692609382965,0.0159164345403899
"1985-07-12",0.0332699619771863,0.0143098591549295,0.0437056329800498,0.0144233983286908
"1985-07-13",0.0283269961977186,0.0133802816901409,0.0415161304496616,0.0129303621169916
"1985-07-14",0.0224296577946768,0.0115211267605633,0.0387124904778204,0.0114373259052925
"1985-07-15",0.0166159695817492,0.00873239436619722,0.0355936387534517,0.00994428969359329
"1985-07-16",0.0111901140684412,0.00873239436619722,0.0340197813539205,0.00994428969359329
"1985-07-17",0.00757034220532327,0.00692957746478884,0.0320235403973341,0.00892479108635102
"1985-07-18",0.00672623574144482,0.00692957746478884,0.0317777442306479,0.00892479108635102
"1985-07-19",0.00509125475285166,0.00647887323943652,0.0309921808115647,0.00841504178272978
"1985-07-20",0.0041102661596959,0.00602816901408443,0.0303970729588225,0.00790529247910854
"1985-07-21",0.00344486692015211,0.00602816901408443,0.0299093171724536,0.00688579387186627
"1985-07-22",0.0036140684410646,0.00602816901408443,0.0302523330851063,0.00790529247910854
"1985-07-23",0.00293726235741443,0.00557746478873233,0.0298926089711546,0.00790529247910854
"1985-07-24",0.00293726235741443,0.00512676056338024,0.029583613072458,0.00739554317548752
"1985-07-25",0.00259885931558945,0.00512676056338024,0.0293381002350248,0.00688579387186627
"1985-07-26",0.00152091254752862,0.00512676056338024,0.0290234495120616,0.00688579387186627
"1985-07-27",0.00194866920152093,0.004030985915493,0.0286071180839935,0.00637604456824503
"1985-07-28",0.00276806083650194,0.00344788732394363,0.0284892732555366,0.00586629526462401
"1985-07-29",0.00242965779467674,0.00325352112676058,0.0289073723577351,0.00790529247910854
"1985-07-30",0.00226045627376426,0.00422535211267605,0.028914828881873,0.00688579387186627
"1985-07-31",0.00276806083650194,0.00383661971830995,0.028776112414701,0.00637604456824503
"1985-08-01",0.00310646387832691,0.00422535211267605,0.0290147915364809,0.00637604456824503
"1985-08-02",0.00327566539923962,0.00422535211267605,0.0290641186869132,0.00637604456824503
"1985-08-03",0.00259885931558945,0.00422535211267605,0.0290135508962015,0.00688579387186627
"1985-08-04",0.00226045627376426,0.004030985915493,0.0288448298884254,0.00688579387186627
"1985-08-05",0.00242965779467674,0.00383661971830995,0.0286774298358372,0.00637604456824503
"1985-08-06",0.00226045627376426,0.00383661971830995,0.0284812837019373,0.00586629526462401
"1985-08-07",0.00226045627376426,0.00383661971830995,0.0284812837019373,0.00586629526462401
"1985-08-08",0.00344486692015211,0.00383661971830995,0.029120197848169,0.00688579387186627
"1985-08-09",0.00672623574144482,0.0975774647887324,0.0911613097835617,0.105153203342618
"1985-08-10",0.00574524714828906,0.052338028169014,0.0584279415986668,0.0464066852367688
"1985-08-11",0.0134790874524715,0.0895774647887324,0.0871260251253498,0.0933147632311977
"1985-08-12",0.0253783269961978,0.218478873239437,0.170958213658755,0.223398328690808
"1985-08-13",0.0577946768060837,0.119718309859155,0.115082306946662,0.107520891364902
"1985-08-14",0.0482509505703421,0.0608450704225352,0.0730934175631714,0.0433147632311979
"1985-08-15",0.0382129277566541,0.0429014084507042,0.0594348016890485,0.0283147632311977
"1985-08-16",0.0312927756653993,0.0389295774647886,0.054249520586519,0.0222562674094708
"1985-08-17",0.026361216730038,0.0323098591549296,0.0501007344114888,0.0210445682451252
"1985-08-18",0.0332699619771863,0.0469295774647887,0.0594333206136597,0.0283147632311977
"1985-08-19",0.0495057034220532,0.052338028169014,0.0699818325800348,0.041782729805014
"1985-08-20",0.0634220532319392,0.0608450704225352,0.0844528749533742,0.0674651810584959
"1985-08-21",0.053574144486692,0.0469295774647887,0.0687776958033386,0.0402506963788301
"1985-08-22",0.0243954372623574,0.0362816901408451,0.0523491707912453,0.025891364902507
"1985-08-23",0.0111901140684412,0.0296901408450705,0.0447322992575776,0.0210445682451252
"1985-08-24",0.00574524714828906,0.0245070422535212,0.0402362548343014,0.0174094707520891
"1985-08-25",0.00476425855513307,0.0206197183098591,0.0381296359344521,0.0159164345403899
"1985-08-26",0.00344486692015211,0.0170985915492958,0.0360529360481308,0.0144233983286908
"1985-08-27",0.00259885931558945,0.016169014084507,0.0356863730638011,0.0151699164345405
"1985-08-28",0.00194866920152093,0.0143098591549295,0.0348291709573947,0.0151699164345405
"1985-08-29",0.0293155893536121,0.0124507042253521,0.0418968142697953,0.0144233983286908
"1985-08-30",0.0372243346007604,0.0115211267605633,0.0433957108975251,0.0129303621169916
"1985-08-31",0.0704562737642584,0.0362816901408451,0.0702102504076589,0.041782729805014
"1985-09-01",0.00259885931558945,0.052338028169014,0.0523031442631283,0.0283147632311977
"1985-09-02",0.00276806083650194,0.0336338028169014,0.0440019082847545,0.0222562674094708
"1985-09-03",0.00226045627376426,0.0258028169014084,0.0396723990386956,0.0174094707520891
"1985-09-04",0.00226045627376426,0.0206197183098591,0.0373937533211615,0.0159164345403899
"1985-09-05",0.00194866920152093,0.0180281690140844,0.0359462279152629,0.0144233983286908
"1985-09-06",0.00109315589353609,0.0152394366197184,0.0342674756664365,0.0129303621169916
"1985-09-07",0.0732699619771864,0.0124507042253521,0.0534777409872162,0.0114373259052925
"1985-09-08",0.0676425855513307,0.0105915492957747,0.0512256279098147,0.0114373259052925
"1985-09-09",0.0634220532319392,0.00828169014084512,0.048762202035848,0.00994428969359329
"1985-09-10",0.0577946768060837,0.00783098591549303,0.0468684793363532,0.00943454038997205
"1985-09-11",0.0549809885931558,0.00738028169014093,0.0457630602702346,0.00892479108635102
"1985-09-12",0.0469961977186313,0.00738028169014093,0.043507442362851,0.00892479108635102
"1985-09-13",0.041977186311787,0.00692957746478884,0.0419194234404694,0.00892479108635102
"1985-09-14",0.0432319391634981,0.00647887323943652,0.0422601528838971,0.00943454038997205
"1985-09-15",0.0444866920152092,0.00692957746478884,0.042780351440137,0.00943454038997205
"1985-09-16",0.0495057034220532,0.00738028169014093,0.0445148002812616,0.00994428969359329
"1985-09-17",0.0521673003802281,0.00738028169014093,0.0465707629491059,0.0144233983286908
"1985-09-18",0.0482509505703421,0.00692957746478884,0.0472151638697844,0.0210445682451252
"1985-09-19",0.0495057034220532,0.0206197183098591,0.049974209843852,0.0121838440111421
"1985-09-20",0.0507604562737642,0.0124507042253521,0.0545925740091981,0.0371866295264625
"1985-09-21",0.0495057034220532,0.0124507042253521,0.0506378291197562,0.024679668523677
"1985-09-22",0.041977186311787,0.0115211267605633,0.0458353693573155,0.0166629526462396
"1985-09-23",0.0394676806083649,0.0105915492957747,0.0436992539536867,0.0129303621169916
"1985-09-24",0.0332699619771863,0.00828169014084512,0.0406567098936719,0.0114373259052925
"1985-09-25",0.0273441064638784,0.00692957746478884,0.0380350556426907,0.00994428969359329
"1985-09-26",0.0243954372623574,0.00602816901408443,0.036566045857197,0.00892479108635102
"1985-09-27",0.0194809885931559,0.00512676056338024,0.0345295452757726,0.00790529247910854
"1985-09-28",0.0159885931558936,0.0105915492957747,0.0354926267341,0.00790529247910854
"1985-09-29",0.026361216730038,0.0701408450704226,0.0604200768845662,0.010690807799443
"1985-09-30",0.0117072243346008,0.0608450704225352,0.068535453701158,0.065125348189415
"1985-10-01",0.0959125475285172,0.154591549295775,0.184299769525187,0.273704735376044
"1985-10-02",0.134125475285171,0.129859154929578,0.176332648495836,0.234178272980501
"1985-10-03",0.107319391634981,0.0732394366197182,0.102159240112933,0.0698050139275765
"1985-10-04",0.0959125475285172,0.0509859154929577,0.0831796014959671,0.0433147632311979
"1985-10-05",0.0774904942965779,0.0283943661971831,0.0650626707486046,0.0271030640668524
"1985-10-06",0.0690494296577946,0.0193239436619719,0.0583233408539632,0.0234679665738162
"1985-10-07",0.0620152091254753,0.0152394366197184,0.0534402914016157,0.0186211699164345
"1985-10-08",0.0495057034220532,0.0124507042253521,0.0480989152778968,0.0159164345403899
"1985-10-09",0.0457414448669202,0.00828169014084512,0.0450787061408271,0.0144233983286908
"1985-10-10",0.0342585551330798,0.00738028169014093,0.0408287053012295,0.0121838440111421
"1985-10-11",0.0293155893536121,0.00647887323943652,0.0382897154170241,0.00943454038997205
"1985-10-12",0.0243954372623574,0.00422535211267605,0.0356178076288771,0.00790529247910854
"1985-10-13",0.0194809885931559,0.00344788732394363,0.0336271624437887,0.00688579387186627
"1985-10-14",0.0194809885931559,0.00247605633802817,0.0334225344875534,0.00739554317548752
"1985-10-15",0.0204638783269961,0.00197323943661964,0.0336706286430566,0.00790529247910854
"1985-10-16",0.0214467680608366,0.0018704225352113,0.0336214904510728,0.00688579387186627
"1985-10-17",0.0243954372623574,0.0018704225352113,0.0344686340815743,0.00688579387186627
"1985-10-18",0.0204638783269961,0.00267042253521121,0.0339233666149592,0.00790529247910854
"1985-10-19",0.0166159695817492,0.00286478873239426,0.0325897964763828,0.00688579387186627
"1985-10-20",0.0303041825095056,0.00422535211267605,0.0373120128578159,0.00790529247910854
"1985-10-21",0.117490494296578,0.0895774647887324,0.12248928492926,0.10991643454039
"1985-10-22",0.0563878326996197,0.0336338028169014,0.0621350934664937,0.031058495821727
"1985-10-23",0.0469961977186313,0.0170985915492958,0.0505625482800638,0.0210445682451252
"1985-10-24",0.0382129277566541,0.016169014084507,0.046011854978937,0.0151699164345405
"1985-10-25",0.0342585551330798,0.0323098591549296,0.0508992088501317,0.0159164345403899
"1985-10-26",0.0303041825095056,0.0193239436619719,0.044445761338332,0.0136768802228413
"1985-10-27",0.0293155893536121,0.0105915492957747,0.0403596592791591,0.0114373259052925
"1985-10-28",0.0243954372623574,0.00512676056338024,0.036534366924559,0.00994428969359329
"1985-10-29",0.0214467680608366,0.00364225352112668,0.0347058691030373,0.00841504178272978
"1985-10-30",0.0172433460076045,0.00305915492957753,0.0328412101568456,0.00688579387186627
"1985-10-31",0.0495057034220532,0.0296901408450705,0.0519884809603957,0.00790529247910854
"1985-11-01",0.0676425855513307,0.0429014084507042,0.0686865175605786,0.031058495821727
"1985-11-02",0.229657794676806,0.225070422535211,0.223800093633625,0.183286908077994
"1985-11-03",0.215969581749049,0.186056338028169,0.212706833588193,0.206406685236769
"1985-11-04",0.105893536121673,0.133971830985915,0.145015121911395,0.145125348189415
"1985-11-05",0.0382129277566541,0.0748732394366196,0.0834026580803586,0.0721448467966574
"1985-11-06",0.0606083650190115,0.0863098591549296,0.0897751680695784,0.0573259052924791
"1985-11-07",0.0469961977186313,0.0469295774647887,0.0651027597498002,0.0341225626740946
"1985-11-08",0.0332699619771863,0.0283943661971831,0.0517529059477175,0.024679668523677
"1985-11-09",0.0273441064638784,0.0170985915492958,0.0442210017728251,0.0186211699164345
"1985-11-10",0.0204638783269961,0.0105915492957747,0.0386712742665578,0.0144233983286908
"1985-11-11",0.0172433460076045,0.00692957746478884,0.0355550590739975,0.0114373259052925
"1985-11-12",0.014106463878327,0.00512676056338024,0.0334178498957725,0.00943454038997205
"1985-11-13",0.0117072243346008,0.00325352112676058,0.0311636893454692,0.00637604456824503
"1985-11-14",0.0106730038022813,0.0016647887323944,0.0295526207600032,0.00382172701949868
"1985-11-15",0.00757034220532327,0.00145915492957749,0.0280980461748244,0.00215598885793877
"1985-11-16",0.00476425855513307,0.00135633802816892,0.0270983881883304,0.00164345403899713
"1985-11-17",0.0041102661596959,0.00125352112676058,0.0267602559890392,0.00125905292479112
