"","E70500000","E70300000","E70200000","E70100000","E86100000","E86160000"
"2000-11-26",0.00811090909090906,0.00696581196581203,0.0073936170212765,0.00534709193245786,0.0104368131868131,0.00950000000000006
"2000-11-27",0.00697272727272735,0.00675213675213682,0.0114095744680851,0.00534709193245786,0.0102197802197803,0.00822767857142859
"2000-11-28",0.00754181818181809,0.00611111111111118,0.0101170212765958,0.00714821763602247,0.0099010989010988,0.0072991071428572
"2000-11-29",0.0147272709090909,0.013076923076923,0.00925531914893618,0.010187617260788,0.011521978021978,0.0110937499999999
"2000-11-30",0.0147272709090909,0.0201538461538462,0.0115531914893616,0.0434333958724202,0.0147939560439561,0.0123928571428571
"2000-12-01",0.0118636363636364,0.0105555555555557,0.0578014184397162,0.0797373358348967,0.0150274725274726,0.00980357142857136
"2000-12-02",0.0089645454545455,0.00760683760683767,0.0341312056737588,0.0597373358348967,0.0134752747252747,0.00927232142857148
"2000-12-03",0.00782636363636358,0.0223076923076924,0.0171205673758865,0.04953095684803,0.011956043956044,0.0103348214285715
"2000-12-04",0.00725727272727283,0.0103034188034188,0.012482269503546,0.0411257035647279,0.0171291208791209,0.0157366071428571
"2000-12-05",0.00697272727272735,0.00954700854700863,0.0106914893617021,0.0281144465290806,0.0338186813186814,0.0368415178571428
"2000-12-06",0.00640363636363639,0.00782051282051288,0.0131914893617022,0.0221388367729831,0.0295054945054944,0.0186160714285715
"2000-12-07",0.00640363636363639,0.00675213675213682,0.0123049645390072,0.0205253283302065,0.0246703296703297,0.0131160714285714
"2000-12-08",0.00583454545454543,0.0048290598290599,0.00982978723404249,0.0181050656660413,0.0213461538461539,0.00957589285714278
"2000-12-09",0.00526545454545446,0.00397435897435905,0.00792553191489365,0.0140712945590995,0.0141263736263737,0.0078125
"2000-12-10",0.00526545454545446,0.00340811965811971,0.00686170212765957,0.0111594746716699,0.00830769230769235,0.00688839285714282
"2000-12-11",0.00469636363636372,0.00317307692307689,0.00648936170212755,0.00737335834896813,0.00846703296703288,0.00603571428571437
