"","E84559800","E84520000","E84249998","E84300000","E84580000","E84551000","E84520010","E84560000","E84598002"
"1987-02-01",0.0177557755775577,0.026842105263158,0.032220367278798,0.0280761557177616,0.0256204379562044,0.0363993213751812,0.0255325443786982,0.0253254437869823,0.0281079032258065
"1987-02-02",0.0206600660066008,0.0309473684210526,0.0352253756260434,0.0314815085158151,0.0285401459854016,0.0435093632789783,0.0346153846153847,0.0323668639053254,0.0263708064516128
"1987-02-03",0.0199339933993399,0.0326315789473683,0.0382303839732887,0.0332515815085159,0.0291423357664233,0.0434026114739445,0.0319526627218936,0.0310059171597634,0.0281079032258065
"1987-02-04",0.0228382838283829,0.0386315789473684,0.0439398998330551,0.0490054744525548,0.0316240875912408,0.0468406394113601,0.0287130177514794,0.028284023668639,0.0476359677419356
"1987-02-05",0.0527392739273926,0.0431315789473685,0.0426711185308848,0.0388289537712896,0.0397810218978103,0.0653786144689208,0.0598224852071005,0.0887573964497042,0.0712404838709677
"1987-02-06",0.0242904290429042,0.0386315789473684,0.0382303839732887,0.0388289537712896,0.035565693430657,0.0521019971109791,0.0402366863905326,0.0386982248520711,0.0366672580645162
"1987-02-07",0.033003300330033,0.0317894736842106,0.0328213689482471,0.0297563260340632,0.0288321167883212,0.0408131915838417,0.0339497041420118,0.0316863905325444,0.042791129032258
"1987-02-08",0.0851485148514852,0.0601052631578947,0.0364273789649416,0.0332515815085159,0.0507299270072992,0.0648882583662274,0.0462130177514792,0.0887573964497042,0.0330037096774194
"1987-02-09",0.0366336633663367,0.0513157894736842,0.0439398998330551,0.0388289537712896,0.045985401459854,0.0680446910816692,0.056508875739645,0.0719526627218934,0.0556119354838709
"1987-02-10",0.0300990099009901,0.0334736842105263,0.032220367278798,0.0297563260340632,0.0325912408759124,0.0452758861825968,0.036612426035503,0.0379881656804735,0.0389983870967743
"1987-02-11",0.0199339933993399,0.0351578947368421,0.0311185308848081,0.0256408759124087,0.0273722627737227,0.0415942577106083,0.0352810650887574,0.0310059171597634,0.0334570967741936
"1987-02-12",0.0228382838283829,0.036,0.0401335559265443,0.0350661800486618,0.0316240875912408,0.0460007500721116,0.0339497041420118,0.0337278106508876,0.0371309677419356
"1987-02-13",0.033003300330033,0.0573684210526315,0.0812020033388983,0.0427682481751825,0.063941605839416,0.0867549201672966,0.0773964497041419,0.0692307692307692,0.0628012903225805
"1987-02-14",0.0344554455445545,0.056,0.11983305509182,0.119059245742092,0.0672262773722627,0.10632426521564,0.0726627218934912,0.0642011834319527,0.0728480645161291
"1987-02-15",0.0871287128712872,0.0873684210526315,0.122070116861436,0.135726277372263,0.0810218978102191,0.145945981685625,0.126775147928994,0.135502958579882,0.108256290322581
"1987-02-16",0.266006600660066,0.126842105263158,0.154390651085142,0.309520924574209,0.237591240875912,0.340447780686209,0.154866863905325,0.702662721893491,0.337879193548387
"1987-02-17",0.0693069306930694,0.0865263157894738,0.0975459098497495,0.153397566909976,0.111678832116788,0.183877956935412,0.160650887573965,0.171597633136095,0.133410483870968
"1987-02-18",0.182838283828383,0.122631578947368,0.164641068447412,0.238386131386861,0.196715328467153,0.294347378520625,0.151449704142012,0.526627218934911,0.142039516129032
"1987-02-19",0.0811881188118813,0.0941052631578947,0.151853088480801,0.335127858880778,0.152554744525548,0.244896837457993,0.10310650887574,0.260355029585799,0.13709435483871
"1987-02-20",0.102970297029703,0.0941052631578947,0.11322203672788,0.219460948905109,0.135401459854015,0.207750949049705,0.109023668639053,0.263313609467456,0.108841774193548
"1987-02-21",0.0549174917491748,0.0671842105263158,0.0697161936560935,0.116015328467153,0.0774452554744525,0.118179214356623,0.0792899408284025,0.11094674556213,0.0793543548387097
"1987-02-22",0.0373597359735973,0.0601052631578947,0.0508848080133555,0.0748371046228711,0.0567883211678832,0.0873019312859544,0.0652366863905325,0.0746745562130178,0.0643659677419355
"1987-02-23",0.0322772277227723,0.0650526315789475,0.0407679465776294,0.0628914841849149,0.0481751824817518,0.0761796018531509,0.0573372781065089,0.0611834319526627,0.0566272580645162
"1987-02-24",0.0293729372937295,0.056,0.0364273789649416,0.0591660583941607,0.051094890510949,0.0753376402441741,0.0531952662721893,0.0733136094674556,0.0717754838709677
"1987-02-25",0.0279207920792079,0.0467631578947367,0.0305676126878129,0.0498490267639902,0.0383394160583941,0.0602831916731006,0.0477514792899407,0.048284023668639,0.0530909677419356
"1987-02-26",0.0271947194719473,0.0437368421052631,0.0272621035058431,0.0455228710462288,0.0348905109489051,0.0549469825817415,0.0439349112426035,0.0424852071005917,0.0486182258064516
"1987-02-27",0.0264686468646864,0.041921052631579,0.0262270450751252,0.0434418491484185,0.0329197080291972,0.0520903366921481,0.0409763313609468,0.0408284023668639,0.0451995161290322
"1987-02-28",0.0250165016501651,0.0413157894736842,0.0238063439065108,0.0384762773722627,0.0303832116788321,0.0482538522970419,0.0387573964497041,0.036568047337278,0.0413600000000001
"1987-03-01",0.0242904290429042,0.0408684210526316,0.0218697829716195,0.0356577858880778,0.0288321167883212,0.0458418913022609,0.0372781065088756,0.0337278106508876,0.0389983870967743
"1987-03-02",0.0228382838283829,0.039078947368421,0.0209682804674458,0.0329587591240876,0.0276642335766424,0.0440734149778175,0.0372781065088756,0.0310059171597634,0.0375959677419355
"1987-03-03",0.0228382838283829,0.0368421052631578,0.0200667779632722,0.0312251824817518,0.0264963503649636,0.0421000854955731,0.0359467455621303,0.0296449704142012,0.0362048387096774
"1987-03-04",0.0213861386138614,0.0368421052631578,0.0191652754590985,0.028722506082725,0.0253284671532847,0.040567460328172,0.0352810650887574,0.028284023668639,0.0357437096774194
"1987-03-05",0.0213861386138614,0.0368421052631578,0.0187145242070117,0.028722506082725,0.0247445255474452,0.0393630913604737,0.0332840236686391,0.0269230769230768,0.0352837096774195
"1987-03-06",0.0257425742574258,0.0368421052631578,0.0182637729549249,0.0295437956204379,0.025912408759124,0.0431595087052778,0.042455621301775,0.028284023668639,0.0348251612903225
"1987-03-07",0.0293729372937295,0.0381842105263157,0.0191652754590985,0.028722506082725,0.0270802919708029,0.0425940949812504,0.0380177514792899,0.036568047337278,0.0461708064516129
"1987-03-08",0.0271947194719473,0.0377368421052631,0.0173622704507512,0.0263362530413624,0.0250364963503649,0.0392345743390357,0.0352810650887574,0.028284023668639,0.0362048387096774
"1987-03-09",0.0257425742574258,0.0372894736842104,0.0169782971619366,0.0312251824817518,0.0250364963503649,0.0407453572780594,0.0359467455621303,0.027603550295858,0.0357437096774194
"1987-03-10",0.0257425742574258,0.0368421052631578,0.0238063439065108,0.0356577858880778,0.0291423357664233,0.0471881411767154,0.0409763313609468,0.036568047337278,0.038062258064516
"1987-03-11",0.0250165016501651,0.0351578947368421,0.0182637729549249,0.0271188564476885,0.0247445255474452,0.0377637370443484,0.0319526627218936,0.0263905325443787,0.0352837096774195
"1987-03-12",0.0242904290429042,0.0334736842105263,0.0165943238731219,0.0240650851581508,0.0224452554744525,0.0343875298767691,0.0293491124260354,0.0237278106508876,0.0334570967741936
"1987-03-13",0.0242904290429042,0.0317894736842106,0.0150584307178632,0.0212139902676398,0.0216240875912408,0.0317632973195505,0.0268047337278106,0.0215976331360948,0.0325517741935484
"1987-03-14",0.0228382838283829,0.0292631578947369,0.0150584307178632,0.0212139902676398,0.0213503649635036,0.0304408516573171,0.0242603550295859,0.0207100591715976,0.0316517741935485
"1987-03-15",0.0221122112211221,0.0281052631578946,0.0142904841402338,0.0164997566909975,0.0208029197080293,0.0275057877116465,0.0207988165680473,0.0198224852071005,0.0307572580645161
"1987-03-16",0.0192079207920792,0.0277894736842106,0.0142904841402338,0.0164997566909975,0.0202554744525547,0.0278616511243988,0.0219526627218936,0.0193786982248521,0.0303122580645161
"1987-03-17",0.0155775577557755,0.027157894736842,0.0142904841402338,0.0149128953771289,0.0197080291970804,0.0270149082950863,0.0207988165680473,0.0189349112426036,0.0298683870967742
"1987-03-18",0.0141254125412542,0.026842105263158,0.0135225375626042,0.0154257907542579,0.0197080291970804,0.0271295092329669,0.0207988165680473,0.0180473372781065,0.0289853225806451
"1987-03-19",0.0141254125412542,0.0265263157894737,0.0135225375626042,0.0154257907542579,0.0191605839416058,0.0264398266666024,0.0196449704142012,0.0180473372781065,0.0285458064516129
"1987-03-20",0.0133993399339933,0.0258947368421052,0.0182637729549249,0.0170616788321167,0.0197080291970804,0.0268079283829994,0.0184911242603549,0.017603550295858,0.0281079032258065
"1987-03-21",0.0163036303630364,0.0252631578947369,0.0142904841402338,0.0205324817518249,0.0197080291970804,0.0271552099742696,0.0184911242603549,0.0171597633136096,0.0276712903225806
"1987-03-22",0.0242904290429042,0.0277894736842106,0.0169782971619366,0.0170616788321167,0.0202554744525547,0.0284893106181814,0.0242603550295859,0.0211538461538461,0.034367741935484
"1987-03-23",0.0141254125412542,0.027157894736842,0.0142904841402338,0.0159546228710463,0.0197080291970804,0.0268418601174609,0.0196449704142012,0.0180473372781065,0.0307572580645161
"1987-03-24",0.0141254125412542,0.0255789473684211,0.0154424040066778,0.0212139902676398,0.0186131386861315,0.0272345416629729,0.0184911242603549,0.017603550295858,0.0268027419354839
"1987-03-25",0.0141254125412542,0.0238499999999999,0.0139065108514191,0.0139327250608272,0.0186131386861315,0.024559413940189,0.0174556213017751,0.0167751479289941,0.0263708064516128
"1987-03-26",0.0454125412541253,0.0732368421052632,0.0209682804674458,0.0279142335766422,0.0221715328467154,0.0984960422163588,0.0934319526627219,0.0449704142011835,0.0366672580645162
"1987-03-27",0.0206600660066008,0.0301052631578946,0.0173622704507512,0.0240650851581508,0.0256204379562044,0.0824274406332455,0.0312869822485207,0.0303254437869822,0.0394683870967742
"1987-03-28",0.0155775577557755,0.0281052631578946,0.0196160267111853,0.0226143552311435,0.0208029197080293,0.0824274406332455,0.0261686390532545,0.0207100591715976,0.0307572580645161
"1987-03-29",0.0141254125412542,0.0274736842105263,0.0162103505843072,0.0170616788321167,0.0197080291970804,0.0778364116094987,0.0225295857988166,0.0189349112426036,0.0281079032258065
"1987-03-30",0.0126732673267327,0.026842105263158,0.0162103505843072,0.0159546228710463,0.0186131386861315,0.0778364116094987,0.0213757396449703,0.0171597633136096,0.0263708064516128
"1987-03-31",0.0126732673267327,0.0255789473684211,0.0139065108514191,0.0144153284671533,0.0180656934306569,0.0757255936675463,0.0202218934911242,0.0163905325443787,0.0259403225806452
"1987-04-01",0.0112211221122112,0.0233789473684212,0.0135225375626042,0.0130110705596107,0.0175182481751825,0.0757255936675463,0.0225295857988166,0.0163905325443787,0.0259403225806452
"1987-04-02",0.0177557755775577,0.0381842105263157,0.0131819699499165,0.0125711678832117,0.0183394160583941,0.0824274406332455,0.0339497041420118,0.0198224852071005,0.0263708064516128
"1987-04-03",0.017029702970297,0.0317894736842106,0.0135225375626042,0.0130110705596107,0.0202554744525547,0.0778364116094987,0.024896449704142,0.0215976331360948,0.0255112903225807
"1987-04-04",0.0141254125412542,0.0281052631578946,0.0128414023372287,0.0121446472019464,0.0177919708029197,0.0778364116094987,0.0225295857988166,0.0171597633136096,0.0250838709677419
"1987-04-05",0.0133993399339933,0.0262105263157895,0.012160267111853,0.0113305352798054,0.016970802919708,0.0757255936675463,0.0202218934911242,0.0156213017751479,0.024658064516129
"1987-04-06",0.0112211221122112,0.0238499999999999,0.0114791318864775,0.00984817518248171,0.0164233576642336,0.0736147757255936,0.0196449704142012,0.0148520710059172,0.0242337096774194
"1987-04-07",0.0112211221122112,0.0224368421052632,0.0114791318864775,0.00984817518248171,0.0161496350364962,0.0736147757255936,0.0184911242603549,0.0148520710059172,0.023811129032258
"1987-04-08",0.0112211221122112,0.0224368421052632,0.0114791318864775,0.0102013381995134,0.0158759124087591,0.0736147757255936,0.0174556213017751,0.0140828402366864,0.0233901612903227
"1987-04-09",0.0126732673267327,0.0219657894736842,0.0114791318864775,0.00984817518248171,0.0158759124087591,0.0736147757255936,0.0179733727810651,0.0133136094674555,0.0229706451612903
"1987-04-10",0.0213861386138614,0.0262105263157895,0.0169782971619366,0.0279142335766422,0.0227189781021897,0.0824274406332455,0.0268047337278106,0.0231952662721893,0.0325517741935484
"1987-04-11",0.0141254125412542,0.0243210526315789,0.0146744574290485,0.0159546228710463,0.0191605839416058,0.0847229551451187,0.0236834319526626,0.0231952662721893,0.0298683870967742
"1987-04-12",0.0686468646864686,0.05,0.0679799666110183,0.091032603406326,0.0611678832116789,0.152796833773087,0.0736094674556214,0.109467455621302,0.0456846774193549
"1987-04-13",0.0712871287128714,0.0701842105263157,0.12771285475793,0.112488077858881,0.074963503649635,0.176781002638522,0.104289940828402,0.123076923076923,0.0447156451612902
"1987-04-14",0.0403300330033003,0.0413157894736842,0.0508848080133555,0.0762363746958639,0.0589781021897811,0.122401055408971,0.0573372781065089,0.07603550295858,0.0520896774193549
"1987-04-15",0.0242904290429042,0.0284210526315789,0.031669449081803,0.0444755474452554,0.0322627737226278,0.0962005277044855,0.0372781065088756,0.0358579881656804,0.034367741935484
"1987-04-16",0.0206600660066008,0.0281052631578946,0.0257429048414024,0.0338452554744526,0.0262043795620437,0.0916094986807388,0.0359467455621303,0.027603550295858,0.0303122580645161
"1987-04-17",0.0184818481848186,0.0274736842105263,0.0223539232053422,0.0279142335766422,0.023868613138686,0.087018469656992,0.0293491124260354,0.024792899408284,0.0272362903225807
"1987-04-18",0.0184818481848186,0.026842105263158,0.0200667779632722,0.0233334549878346,0.0213503649635036,0.0824274406332455,0.0261686390532545,0.0215976331360948,0.0259403225806452
"1987-04-19",0.0184818481848186,0.0255789473684211,0.0191652754590985,0.0212139902676398,0.0199817518248175,0.0778364116094987,0.0242603550295859,0.0198224852071005,0.024658064516129
"1987-04-20",0.0199339933993399,0.0243210526315789,0.017813021702838,0.0170616788321167,0.0191605839416058,0.0778364116094987,0.0231065088757396,0.0189349112426036,0.023811129032258
"1987-04-21",0.0163036303630364,0.0233789473684212,0.0173622704507512,0.0159546228710463,0.0188868613138686,0.0778364116094987,0.0219526627218936,0.0180473372781065,0.0229706451612903
"1987-04-22",0.0141254125412542,0.0233789473684212,0.0165943238731219,0.0149128953771289,0.0186131386861315,0.0778364116094987,0.0207988165680473,0.017603550295858,0.0225529032258065
"1987-04-23",0.0126732673267327,0.0258947368421052,0.0158263772954925,0.0139327250608272,0.0180656934306569,0.0757255936675463,0.0213757396449703,0.0171597633136096,0.0233901612903227
"1987-04-24",0.0177557755775577,0.0274736842105263,0.0191652754590985,0.0212139902676398,0.0216240875912408,0.0847229551451187,0.0274408284023668,0.0231952662721893,0.0229706451612903
"1987-04-25",0.0133993399339933,0.0247921052631579,0.0165943238731219,0.0205324817518249,0.019434306569343,0.0778364116094987,0.0213757396449703,0.0184911242603549,0.0225529032258065
"1987-04-26",0.0126732673267327,0.0229078947368422,0.0154424040066778,0.0125711678832117,0.0180656934306569,0.0778364116094987,0.0196449704142012,0.0163905325443787,0.0221367741935483
"1987-04-27",0.0112211221122112,0.0219657894736842,0.0142904841402338,0.0121446472019464,0.0175182481751825,0.0757255936675463,0.0196449704142012,0.0163905325443787,0.0217224193548387
"1987-04-28",0.0112211221122112,0.0214947368421052,0.0142904841402338,0.0117312652068127,0.016970802919708,0.0736147757255936,0.0184911242603549,0.0156213017751479,0.0213096774193549
"1987-04-29",0.0106930693069307,0.0205526315789473,0.0135225375626042,0.0113305352798054,0.0164233576642336,0.0736147757255936,0.0184911242603549,0.0148520710059172,0.0213096774193549
"1987-04-30",0.0112211221122112,0.0205526315789473,0.0135225375626042,0.0105659367396593,0.0164233576642336,0.0736147757255936,0.0184911242603549,0.0140828402366864,0.0213096774193549
"1987-05-01",0.0112211221122112,0.019721052631579,0.023322203672788,0.0455228710462288,0.0232846715328467,0.0736147757255936,0.0184911242603549,0.0160059171597633,0.0208987096774194
"1987-05-02",0.0101650165016502,0.019721052631579,0.017813021702838,0.0233334549878346,0.0180656934306569,0.0736147757255936,0.0174556213017751,0.0144674556213018,0.0204893548387097
"1987-05-03",0.00963696369636957,0.0188894736842105,0.0154424040066778,0.0159546228710463,0.016970802919708,0.0736147757255936,0.0164201183431953,0.0133136094674555,0.020081935483871
"1987-05-04",0.00910891089108912,0.0188894736842105,0.0142904841402338,0.0159546228710463,0.0164233576642336,0.0693931398416887,0.0169378698224851,0.0126627218934912,0.020081935483871
"1987-05-05",0.0101650165016502,0.0184736842105264,0.0142904841402338,0.0134648418491483,0.0161496350364962,0.0693931398416887,0.0164201183431953,0.012337278106509,0.0204893548387097
"1987-05-06",0.0101650165016502,0.0193052631578947,0.0146744574290485,0.0130110705596107,0.0161496350364962,0.0693931398416887,0.0169378698224851,0.0126627218934912,0.020081935483871
"1987-05-07",0.0192079207920792,0.0377368421052631,0.0407679465776294,0.0628914841849149,0.0329197080291972,0.105593667546174,0.0387573964497041,0.0296449704142012,0.0259403225806452
"1987-05-08",0.11023102310231,0.0686578947368421,0.0757929883138564,0.1006199513382,0.0769343065693431,0.158126649076517,0.0985355029585799,0.166863905325444,0.0643659677419355
"1987-05-09",0.0286468646864686,0.0301052631578946,0.0346243739565943,0.0532384428223844,0.0397810218978103,0.100791556728232,0.0394970414201183,0.0441420118343194,0.0362048387096774
"1987-05-10",0.0192079207920792,0.0247921052631579,0.026711185308848,0.0375234793187349,0.025912408759124,0.0893139841688655,0.0280769230769231,0.0269230769230768,0.0276712903225806
"1987-05-11",0.0155775577557755,0.0229078947368422,0.0223539232053422,0.028722506082725,0.0221715328467154,0.0824274406332455,0.0236834319526626,0.0211538461538461,0.0233901612903227
"1987-05-12",0.0141254125412542,0.0233789473684212,0.0209682804674458,0.0255664233576642,0.0208029197080293,0.080131926121372,0.0225295857988166,0.0198224852071005,0.0225529032258065
"1987-05-13",0.0155775577557755,0.0351578947368421,0.0209682804674458,0.0271188564476885,0.0216240875912408,0.0824274406332455,0.0231065088757396,0.0207100591715976,0.0233901612903227
"1987-05-14",0.205940594059406,0.373684210526316,0.237061769616027,0.391689537712895,0.129197080291971,0.385224274406332,0.341568047337278,0.310650887573964,0.0804503225806452
"1987-05-15",0.0983498349834984,0.106447368421053,0.0985642737896495,0.169694160583941,0.137372262773723,0.2,0.123224852071006,0.383431952662722,0.150783225806452
"1987-05-16",0.0425082508250825,0.059421052631579,0.0523372287145243,0.0762363746958639,0.0576642335766424,0.166121372031662,0.055721862993352,0.218934911242604,0.0461708064516129
"1987-05-17",0.033003300330033,0.0526315789473684,0.0376293823038398,0.0532384428223844,0.0397810218978103,0.147598944591029,0.048276506851102,0.183431952662722,0.0330037096774194
"1987-05-18",0.0250165016501651,0.0399736842105263,0.0305676126878129,0.0444755474452554,0.0329197080291972,0.14,0.045095899898641,0.0931952662721893,0.031203870967742
"1987-05-19",0.0235643564356436,0.0395263157894736,0.0272621035058431,0.0394424574209247,0.0300729927007299,0.134934036939314,0.0438536130393012,0.0887573964497042,0.0289853225806451
"1987-05-20",0.0388778877887788,0.0539473684210527,0.0995826377295492,0.176367518248175,0.0784671532846715,0.171451187335092,0.0685242518466482,0.0611834319526627,0.0995574193548387
"1987-05-21",0.0344554455445545,0.0449473684210526,0.0615025041736228,0.0973644768856448,0.0602919708029197,0.155461741424802,0.0590751367289835,0.0571597633136094,0.0471464516129032
"1987-05-22",0.0242904290429042,0.039078947368421,0.0414023372287144,0.0579525547445257,0.0383394160583941,0.14,0.0504366658708646,0.0372781065088756,0.0348251612903225
"1987-05-23",0.0206600660066008,0.0334736842105263,0.0334223706176962,0.0498490267639902,0.0325912408759124,0.132401055408971,0.0461643320089435,0.0215976331360948,0.0303122580645161
"1987-05-24",0.0199339933993399,0.0284210526315789,0.028363939899833,0.0424217761557177,0.0306934306569342,0.129868073878628,0.0416861619606279,0.0310059171597634,0.0285458064516129
"1987-05-25",0.0177557755775577,0.0277894736842106,0.0252587646076794,0.0375234793187349,0.0285401459854016,0.124802110817942,0.0403335542354679,0.0253254437869823,0.0268027419354839
"1987-05-26",0.017029702970297,0.0277894736842106,0.022838063439065,0.0347448905109489,0.0247445255474452,0.124802110817942,0.0398377529667506,0.0237278106508876,0.0259403225806452
"1987-05-27",0.0155775577557755,0.027157894736842,0.0218697829716195,0.0320854014598539,0.0235766423357664,0.122401055408971,0.0387840322767705,0.0226627218934912,0.0250838709677419
"1987-05-28",0.0155775577557755,0.0277894736842106,0.020517529215359,0.0303779805352797,0.0229927007299271,0.122401055408971,0.0391063057140202,0.0215976331360948,0.0242337096774194
"1987-05-29",0.0177557755775577,0.027157894736842,0.0223539232053422,0.0356577858880778,0.0253284671532847,0.124802110817942,0.039588382179661,0.0242603550295859,0.0276712903225806
"1987-05-30",0.017029702970297,0.0262105263157895,0.0200667779632722,0.0303779805352797,0.0241605839416059,0.12,0.0380940855272065,0.0237278106508876,0.0272362903225807
"1987-05-31",0.0155775577557755,0.0258947368421052,0.0191652754590985,0.0271188564476885,0.0224452554744525,0.117598944591029,0.0372807066335406,0.0215976331360948,0.0259403225806452
"1987-06-01",0.0148514851485149,0.0255789473684211,0.0191652754590985,0.0255664233576642,0.0216240875912408,0.115197889182058,0.0367863905438335,0.0198224852071005,0.0242337096774194
"1987-06-02",0.0141254125412542,0.0252631578947369,0.0191652754590985,0.0240650851581508,0.0208029197080293,0.115197889182058,0.0364742661522439,0.0189349112426036,0.0233901612903227
"1987-06-03",0.0141254125412542,0.0247921052631579,0.0187145242070117,0.0226143552311435,0.0202554744525547,0.115197889182058,0.0361455275937825,0.0189349112426036,0.0233901612903227
"1987-06-04",0.0133993399339933,0.0238499999999999,0.0165943238731219,0.0226143552311435,0.0202554744525547,0.115197889182058,0.0353709516298502,0.0184911242603549,0.0229706451612903
"1987-06-05",0.0141254125412542,0.0233789473684212,0.0162103505843072,0.0255664233576642,0.0208029197080293,0.12,0.0358452529724782,0.0193786982248521,0.0233901612903227
"1987-06-06",0.0141254125412542,0.0258947368421052,0.0218697829716195,0.0320854014598539,0.0232846715328467,0.124802110817942,0.0381447707569327,0.0215976331360948,0.0242337096774194
"1987-06-07",0.0141254125412542,0.0252631578947369,0.0182637729549249,0.0271188564476885,0.0229927007299271,0.12,0.0369249940425809,0.0215976331360948,0.0242337096774194
"1987-06-08",0.0126732673267327,0.0243210526315789,0.0154424040066778,0.0226143552311435,0.0199817518248175,0.115197889182058,0.0353842781982077,0.0180473372781065,0.0225529032258065
