"","E82320000","E82350000","E82370000","E82549000","E82770000"
"1978-02-23",0.0211868131868131,0.0287153652392946,0.0191814946619218,0.037877094972067,0.0480261157248836
"1978-02-24",0.0179230769230769,0.0220403022670026,0.0149288256227758,0.0366759776536312,0.0444261404806441
"1978-02-25",0.0146593406593407,0.0178841309823679,0.013914590747331,0.0321480446927374,0.0399325897585292
"1978-02-26",0.040978021978022,0.0307304785894207,0.0191814946619218,0.0474860335195531,0.0573794846309676
"1978-02-27",0.0576923076923077,0.0493702770780857,0.046085409252669,0.0643575418994413,0.0747556577933415
"1978-02-28",0.0273846153846153,0.0295969773299749,0.0276512455516014,0.0450837988826815,0.0526488658049302
"1978-03-01",0.0303186813186813,0.0201511335012594,0.0159430604982207,0.0366759776536312,0.0459043585725862
"1978-03-02",0.135384615384615,0.0403022670025188,0.0240213523131672,0.0402793296089385,0.0739952554644809
"1978-03-03",0.156153846153846,0.0850125944584383,0.0358362989323844,0.0710614525139666,0.11075156306874
"1978-03-04",0.0982417582417583,0.0576826196473552,0.0387188612099645,0.0821229050279331,0.0950134931274857
"1978-03-05",0.0658241758241758,0.0414357682619648,0.0288612099644128,0.108379888268156,0.0963142653634042
"1978-03-06",0.0539780219780219,0.0277078085642317,0.0203914590747332,0.0577653631284916,0.0636895073204096
"1978-03-07",0.0376538461538463,0.0268261964735517,0.0169572953736654,0.0564804469273743,0.0598983743738006
"1978-03-08",0.0303186813186813,0.0211586901763223,0.013914590747331,0.055195530726257,0.0558035622760771
"1978-03-09",0.0273846153846153,0.0201511335012594,0.0129003558718861,0.0564804469273743,0.0555631442655611
"1978-03-10",0.0332527472527473,0.0201511335012594,0.0129003558718861,0.0877094972067038,0.0722611250044065
"1978-03-11",0.156153846153846,0.120151133501259,0.090035587188612,0.226256983240223,0.20008635694263
"1978-03-12",0.103296703296703,0.102015113350126,0.046085409252669,0.16413407821229,0.15479982593941
"1978-03-13",0.0906593406593406,0.0591939546599496,0.0252313167259786,0.0670391061452513,0.0874241658651216
"1978-03-14",0.0597252747252748,0.0459697732997482,0.0476868327402136,0.0526256983240223,0.0676970421009313
"1978-03-15",0.040978021978022,0.0307304785894207,0.0240213523131672,0.0487709497206703,0.0577210608042455
"1978-03-16",0.0347197802197803,0.0268261964735517,0.0191814946619218,0.051340782122905,0.0566135309239468
"1978-03-17",0.0317857142857143,0.0230478589420655,0.0169572953736654,0.0487709497206703,0.0533978840530884
"1978-03-18",0.0288516483516483,0.0201511335012594,0.0149288256227758,0.0474860335195531,0.0511724580643229
"1978-03-19",0.0259175824175824,0.0190176322418136,0.013914590747331,0.0414804469273744,0.0472029911450722
"1978-03-20",0.0244505494505494,0.0178841309823679,0.0129003558718861,0.0354748603351955,0.0435004907805725
"1978-03-21",0.0222747252747253,0.0167506297229219,0.0118861209964414,0.0343659217877095,0.0421477236854191
"1978-03-22",0.0211868131868131,0.0162468513853904,0.0118861209964414,0.0343659217877095,0.0417451199180239
"1978-03-23",0.020098901098901,0.0144836272040303,0.0108718861209964,0.0310391061452513,0.0392175673476627
"1978-03-24",0.0190109890109891,0.0144836272040303,0.0118861209964414,0.0277122905027933,0.0372630800416749
"1978-03-25",0.0190109890109891,0.0144836272040303,0.00985765124555149,0.0299301675977655,0.0385183976566006
"1978-03-26",0.0222747252747253,0.0482367758186397,0.0811387900355871,0.0487709497206703,0.0576181094585004
"1978-03-27",0.0484065879120879,0.0425692695214106,0.0372775800711744,0.0438826815642459,0.0604653694835748
"1978-03-28",0.0244505494505494,0.0249370277078085,0.0191814946619218,0.0414804469273744,0.0489590959034478
"1978-03-29",0.0211868131868131,0.0151133501259446,0.0149288256227758,0.0390782122905029,0.0434826050136443
"1978-03-30",0.020098901098901,0.0144836272040303,0.013914590747331,0.0366759776536312,0.0418788268956058
"1978-03-31",0.0190109890109891,0.0144836272040303,0.0129003558718861,0.0366759776536312,0.0417417314712367
"1978-04-01",0.0179230769230769,0.0144836272040303,0.0118861209964414,0.0310391061452513,0.0387501873392933
"1978-04-02",0.0168351648351648,0.0134760705289672,0.00985765124555149,0.0299301675977655,0.0377136529524955
"1978-04-03",0.0168351648351648,0.0134760705289672,0.00985765124555149,0.0288212290502794,0.03715116938277
"1978-04-04",0.0168351648351648,0.0124181360201512,0.00985765124555149,0.0277122905027933,0.0361666352540202
"1978-04-05",0.0157472527472526,0.0129722921914357,0.00884341637010677,0.0288212290502794,0.0368134278484704
"1978-04-06",0.0157472527472526,0.0113853904282115,0.00884341637010677,0.0321480446927374,0.0378652208374768
"1978-04-07",0.0146593406593407,0.0103526448362721,0.00782918149466183,0.0321480446927374,0.0373151065835382
"1978-04-08",0.0146593406593407,0.0103526448362721,0.00730604982206406,0.0299301675977655,0.0362260758990076
"1978-04-09",0.0135714285714286,0.0103526448362721,0.00730604982206406,0.0266033491620112,0.0343386923426714
"1978-04-10",0.0135714285714286,0.0103526448362721,0.00782918149466183,0.0266033491620112,0.0343053659788999
"1978-04-11",0.0128296703296704,0.0103526448362721,0.00782918149466183,0.0254944134078212,0.0336055410604241
"1978-04-12",0.0128296703296704,0.00931989924433241,0.00730604982206406,0.0254944134078212,0.033227042271861
"1978-04-13",0.012087912087912,0.00931989924433241,0.00730604982206406,0.0254944134078212,0.0330896373302965
"1978-04-14",0.012087912087912,0.00931989924433241,0.0067829181494663,0.0243854748603352,0.032560523700631
"1978-04-15",0.0113461538461539,0.00895465994962219,0.00730604982206406,0.0254944134078212,0.0328064896405302
"1978-04-16",0.0113461538461539,0.00858942065491175,0.0067829181494663,0.0243854748603352,0.0321319031609277
"1978-04-17",0.0113461538461539,0.00858942065491175,0.00730604982206406,0.0217430139664805,0.0307578390041161
"1978-04-18",0.0113461538461539,0.00895465994962219,0.0067829181494663,0.0217430139664805,0.0309364970135444
"1978-04-19",0.0106043956043955,0.00895465994962219,0.0067829181494663,0.0217430139664805,0.0307991955137106
"1978-04-20",0.0106043956043955,0.00858942065491175,0.0067829181494663,0.0217430139664805,0.030653786184561
"1978-04-21",0.0106043956043955,0.00712846347607043,0.00573665480427055,0.0217430139664805,0.0301382945098623
"1978-04-22",0.0106043956043955,0.00712846347607043,0.00573665480427055,0.0217430139664805,0.0301382945098623
"1978-04-23",0.00986263736263737,0.00712846347607043,0.00625978647686831,0.0204217877094972,0.0292972349876413
"1978-04-24",0.00986263736263737,0.00676322418136022,0.00573665480427055,0.0204217877094972,0.0291849862626046
"1978-04-25",0.00986263736263737,0.00639798488664978,0.00573665480427055,0.0204217877094972,0.0290394885874314
"1978-04-26",0.00986263736263737,0.00785894206549109,0.00573665480427055,0.0204217877094972,0.0296212860797891
"1978-04-27",0.00912087912087922,0.00785894206549109,0.00573665480427055,0.0217430139664805,0.0301546051025094
"1978-04-28",0.00912087912087922,0.00749370277078087,0.00573665480427055,0.0230642458100558,0.0306792531277364
"1978-04-29",0.00912087912087922,0.00712846347607043,0.00573665480427055,0.0230642458100558,0.0305336498627151
"1978-04-30",0.00912087912087922,0.00785894206549109,0.00625978647686831,0.0230642458100558,0.0307915592188628
"1978-05-01",0.00912087912087922,0.00785894206549109,0.00730604982206406,0.0230642458100558,0.0307250843647844
"1978-05-02",0.00912087912087922,0.00785894206549109,0.0067829181494663,0.0230642458100558,0.0307583126207391
"1978-05-03",0.00837912087912085,0.00749370277078087,0.00573665480427055,0.0230642458100558,0.0305416831004177
"1978-05-04",0.00837912087912085,0.00712846347607043,0.00573665480427055,0.0230642458100558,0.0303960992698082
"1978-05-05",0.00837912087912085,0.00639798488664978,0.00573665480427055,0.0217430139664805,0.029435083948909
"1978-05-06",0.00837912087912085,0.00639798488664978,0.00573665480427055,0.0217430139664805,0.029435083948909
"1978-05-07",0.00837912087912085,0.00603274559193956,0.00573665480427055,0.0217430139664805,0.0292894980946756
"1978-05-08",0.00837912087912085,0.00603274559193956,0.00521352313167256,0.0217430139664805,0.0293227318634615
"1978-05-09",0.00837912087912085,0.00603274559193956,0.00521352313167256,0.0230642458100558,0.0299924097226505
"1978-05-10",0.00837912087912085,0.00603274559193956,0.00521352313167256,0.0230642458100558,0.0299924097226505
"1978-05-11",0.0076373626373627,0.00603274559193956,0.00521352313167256,0.0230642458100558,0.0298548302130375
"1978-05-12",0.0076373626373627,0.00603274559193956,0.00573665480427055,0.0230642458100558,0.00676020408163258
"1978-05-13",0.0076373626373627,0.00603274559193956,0.00521352313167256,0.0230642458100558,0.00676020408163258
"1978-05-14",0.0076373626373627,0.00603274559193956,0.00521352313167256,0.0243854748603352,0.00599489795918373
"1978-05-15",0.00689560439560433,0.00566750629722912,0.00521352313167256,0.0230642458100558,0.00548469387755102
"1978-05-16",0.0428351648351648,0.0350125944584383,0.0276512455516014,0.0288212290502794,0.00548469387755102
"1978-05-17",0.020098901098901,0.0190176322418136,0.00985765124555149,0.0266033491620112,0.0130357142857143
"1978-05-18",0.00986263736263737,0.0103526448362721,0.0067829181494663,0.0254944134078212,0.0130357142857143
"1978-05-19",0.00986263736263737,0.00822418136020153,0.00625978647686831,0.0230642458100558,0.00909183673469394
"1978-05-20",0.00986263736263737,0.00749370277078087,0.00625978647686831,0.0243854748603352,0.00883163265306131
"1978-05-21",0.00986263736263737,0.00676322418136022,0.00625978647686831,0.0230642458100558,0.00779081632653056
"1978-05-22",0.00912087912087922,0.00639798488664978,0.00573665480427055,0.0217430139664805,0.0072704081632653
"1978-05-23",0.00912087912087922,0.00639798488664978,0.00573665480427055,0.0204217877094972,0.00650510204081622
"1978-05-24",0.00912087912087922,0.00603274559193956,0.00573665480427055,0.0191005586592179,0.00625000000000009
"1978-05-25",0.00912087912087922,0.00639798488664978,0.00573665480427055,0.0204217877094972,0.00625000000000009
"1978-05-26",0.00837912087912085,0.00566750629722912,0.00573665480427055,0.0191005586592179,0.00599489795918373
"1978-05-27",0.00837912087912085,0.00566750629722912,0.00573665480427055,0.0204217877094972,0.00599489795918373
"1978-05-28",0.00837912087912085,0.00566750629722912,0.00573665480427055,0.0217430139664805,0.00522959183673466
"1978-05-29",0.00837912087912085,0.00566750629722912,0.00573665480427055,0.0204217877094972,0.00471938775510194
"1978-05-30",0.0076373626373627,0.00639798488664978,0.00573665480427055,0.0204217877094972,0.00522959183673466
"1978-05-31",0.0076373626373627,0.00603274559193956,0.00573665480427055,0.0204217877094972,0.00548469387755102
"1978-06-01",0.0076373626373627,0.00542821158690177,0.00573665480427055,0.0191005586592179,0.00548469387755102
"1978-06-02",0.0076373626373627,0.00542821158690177,0.00521352313167256,0.0191005586592179,0.00471938775510194
"1978-06-03",0.0076373626373627,0.00518891687657441,0.00573665480427055,0.0191005586592179,0.00471938775510194
"1978-06-04",0.00689560439560433,0.00494962216624684,0.00573665480427055,0.0177793296089386,0.004219387755102
"1978-06-05",0.00689560439560433,0.00494962216624684,0.00521352313167256,0.0164581005586593,0.00396938775510214
"1978-06-06",0.00689560439560433,0.00542821158690177,0.00573665480427055,0.0151368715083799,0.00371938775510205
"1978-06-07",0.00615384615384618,0.00542821158690177,0.00573665480427055,0.0138156424581006,0.00371938775510205
"1978-06-08",0.0244505494505494,0.0295969773299749,0.0387188612099645,0.059050279329609,0.0114489795918367
"1978-06-09",0.0190109890109891,0.0201511335012594,0.013914590747331,0.0204217877094972,0.029030612244898
"1978-06-10",0.00986263736263737,0.00983627204030224,0.00782918149466183,0.0151368715083799,0.020063775510204
"1978-06-11",0.00986263736263737,0.0124181360201512,0.00730604982206406,0.0164581005586593,0.0138392857142857
"1978-06-12",0.00912087912087922,0.00676322418136022,0.0067829181494663,0.0138156424581006,0.0130357142857143
"1978-06-13",0.00912087912087922,0.00712846347607043,0.0067829181494663,0.0124944134078213,0.00883163265306131
"1978-06-14",0.00912087912087922,0.00676322418136022,0.0067829181494663,0.0151368715083799,0.00831122448979582
"1978-06-15",0.00837912087912085,0.00639798488664978,0.00625978647686831,0.0138156424581006,0.00779081632653056
"1978-06-16",0.00837912087912085,0.00603274559193956,0.0067829181494663,0.0124944134078213,0.00753061224489793
"1978-06-17",0.00837912087912085,0.00566750629722912,0.0067829181494663,0.0124944134078213,0.0072704081632653
"1978-06-18",0.0076373626373627,0.00603274559193956,0.0067829181494663,0.0124944134078213,0.00625000000000009
"1978-06-19",0.0076373626373627,0.00566750629722912,0.0067829181494663,0.011173184357542,0.00599489795918373
"1978-06-20",0.0076373626373627,0.00603274559193956,0.0067829181494663,0.011173184357542,0.00573979591836737
"1978-06-21",0.0558351648351649,0.0448362720403024,0.0372775800711744,0.055195530726257,0.0133035714285714
"1978-06-22",0.0222747252747253,0.019647355163728,0.0203914590747332,0.0204217877094972,0.0326275510204082
"1978-06-23",0.0135714285714286,0.0139798488664988,0.0149288256227758,0.0177793296089386,0.0294515306122449
"1978-06-24",0.0106043956043955,0.0103526448362721,0.00884341637010677,0.0124944134078213,0.020063775510204
"1978-06-25",0.00986263736263737,0.00822418136020153,0.00985765124555149,0.0124944134078213,0.0149107142857143
"1978-06-26",0.00986263736263737,0.00785894206549109,0.00884341637010677,0.011173184357542,0.0119744897959184
"1978-06-27",0.00912087912087922,0.00785894206549109,0.00782918149466183,0.0124944134078213,0.0109234693877551
"1978-06-28",0.00912087912087922,0.00749370277078087,0.00782918149466183,0.0124944134078213,0.0103979591836734
"1978-06-29",0.00912087912087922,0.00676322418136022,0.00782918149466183,0.011173184357542,0.00987244897959183
"1978-06-30",0.00837912087912085,0.00676322418136022,0.00730604982206406,0.0124944134078213,0.00935204081632657
"1978-07-01",0.00837912087912085,0.00603274559193956,0.00730604982206406,0.0124944134078213,0.00857142857142867
"1978-07-02",0.00837912087912085,0.00566750629722912,0.00782918149466183,0.0138156424581006,0.0072704081632653
"1978-07-03",0.0076373626373627,0.00639798488664978,0.00782918149466183,0.0124944134078213,0.0072704081632653
"1978-07-04",0.0076373626373627,0.00603274559193956,0.00782918149466183,0.0124944134078213,0.0072704081632653
"1978-07-05",0.0076373626373627,0.00603274559193956,0.00782918149466183,0.0124944134078213,0.00676020408163258
"1978-07-06",0.00689560439560433,0.00566750629722912,0.00730604982206406,0.0124944134078213,0.00676020408163258
"1978-07-07",0.00689560439560433,0.00566750629722912,0.00782918149466183,0.0124944134078213,0.00625000000000009
"1978-07-08",0.00615384615384618,0.00566750629722912,0.00782918149466183,0.0138156424581006,0.00599489795918373
"1978-07-09",0.00615384615384618,0.00566750629722912,0.00782918149466183,0.0138156424581006,0.00599489795918373
"1978-07-10",0.00615384615384618,0.00518891687657441,0.00782918149466183,0.0138156424581006,0.00573979591836737
"1978-07-11",0.00615384615384618,0.00542821158690177,0.00782918149466183,0.011173184357542,0.00548469387755102
"1978-07-12",0.00576923076923075,0.00518891687657441,0.00884341637010677,0.011173184357542,0.00548469387755102
"1978-07-13",0.00576923076923075,0.00518891687657441,0.00884341637010677,0.0103072625698324,0.00522959183673466
"1978-07-14",0.00576923076923075,0.00518891687657441,0.00884341637010677,0.0124944134078213,0.0049744897959183
"1978-07-15",0.00576923076923075,0.00518891687657441,0.00884341637010677,0.011173184357542,0.00471938775510194
"1978-07-16",0.00576923076923075,0.00471032745591948,0.00985765124555149,0.0103072625698324,0.00471938775510194
"1978-07-17",0.00576923076923075,0.00494962216624684,0.00884341637010677,0.0103072625698324,0.00471938775510194
"1978-07-18",0.0179230769230769,0.0167506297229219,0.0329537366548043,0.0204217877094972,0.00599489795918373
"1978-07-19",0.0113461538461539,0.0108690176322419,0.013914590747331,0.0138156424581006,0.00883163265306131
"1978-07-20",0.012087912087912,0.00858942065491175,0.013914590747331,0.0164581005586593,0.00857142857142867
"1978-07-21",0.0135714285714286,0.0124181360201512,0.0159430604982207,0.0191005586592179,0.00857142857142867
"1978-07-22",0.0465494505494506,0.0230478589420655,0.0315124555160142,0.0277122905027933,0.00883163265306131
"1978-07-23",0.0576923076923077,0.0268261964735517,0.022811387900356,0.0254944134078212,0.0146428571428572
"1978-07-24",0.040978021978022,0.0258186397984888,0.0288612099644128,0.0321480446927374,0.0161198979591837
"1978-07-25",0.0211868131868131,0.0173803526448362,0.0203914590747332,0.0277122905027933,0.0173749999999999
"1978-07-26",0.0168351648351648,0.0129722921914357,0.0169572953736654,0.0164581005586593,0.0158061224489796
"1978-07-27",0.0135714285714286,0.00931989924433241,0.0149288256227758,0.0151368715083799,0.0133035714285714
"1978-07-28",0.012087912087912,0.00931989924433241,0.013914590747331,0.0138156424581006,0.011186224489796
"1978-07-29",0.0113461538461539,0.00822418136020153,0.013914590747331,0.0124944134078213,0.00987244897959183
"1978-07-30",0.0106043956043955,0.00785894206549109,0.013914590747331,0.0124944134078213,0.00883163265306131
"1978-07-31",0.00986263736263737,0.00895465994962219,0.0149288256227758,0.011173184357542,0.0072704081632653
"1978-08-01",0.00986263736263737,0.00895465994962219,0.013914590747331,0.0124944134078213,0.00857142857142867
"1978-08-02",0.00986263736263737,0.00822418136020153,0.013914590747331,0.011173184357542,0.00857142857142867
"1978-08-03",0.00912087912087922,0.00822418136020153,0.0129003558718861,0.011173184357542,0.00805102040816319
"1978-08-04",0.00689560439560433,0.00858942065491175,0.0129003558718861,0.0103072625698324,0.0072704081632653
"1978-08-05",0.00912087912087922,0.00712846347607043,0.0129003558718861,0.0124944134078213,0.00625000000000009
"1978-08-06",0.00912087912087922,0.00676322418136022,0.0118861209964414,0.011173184357542,0.00573979591836737
"1978-08-07",0.00912087912087922,0.00566750629722912,0.0118861209964414,0.011173184357542,0.00471938775510194
"1978-08-08",0.00837912087912085,0.00542821158690177,0.0118861209964414,0.0124944134078213,0.00471938775510194
"1978-08-09",0.00837912087912085,0.00542821158690177,0.0129003558718861,0.0124944134078213,0.00471938775510194
"1978-08-10",0.00837912087912085,0.00518891687657441,0.0118861209964414,0.011173184357542,0.00396938775510214
"1978-08-11",0.00837912087912085,0.00518891687657441,0.0129003558718861,0.0103072625698324,0.00346938775510197
"1978-08-12",0.141318681318681,0.0129722921914357,0.0430427046263344,0.0277122905027933,0.00471938775510194
"1978-08-13",0.15021978021978,0.141057934508816,0.158576512455516,0.167597765363128,0.0715918367346939
"1978-08-14",0.0539780219780219,0.0295969773299749,0.0430427046263344,0.0243854748603352,0.1
"1978-08-15",0.0259175824175824,0.019647355163728,0.0276512455516014,0.009441340782123,0.0730102040816327
"1978-08-16",0.0211868131868131,0.0151133501259446,0.0191814946619218,0.0138156424581006,0.0415000000000001
"1978-08-17",0.0190109890109891,0.0129722921914357,0.0169572953736654,0.011173184357542,0.0298724489795918
"1978-08-18",0.0168351648351648,0.0119017632241813,0.0159430604982207,0.0138156424581006,0.0256632653061224
"1978-08-19",0.0135714285714286,0.00983627204030224,0.013914590747331,0.0138156424581006,0.017688775510204
"1978-08-20",0.0157472527472526,0.00931989924433241,0.0149288256227758,0.0124944134078213,0.011186224489796
"1978-08-21",0.020098901098901,0.0151133501259446,0.022811387900356,0.0151368715083799,0.0138392857142857
"1978-08-22",0.0190109890109891,0.0162468513853904,0.0191814946619218,0.011173184357542,0.0218112244897959
"1978-08-23",0.0168351648351648,0.0129722921914357,0.0169572953736654,0.011173184357542,0.0193647959183674
"1978-08-24",0.0146593406593407,0.0108690176322419,0.0159430604982207,0.009441340782123,0.0151785714285715
"1978-08-25",0.0135714285714286,0.00983627204030224,0.013914590747331,0.0124944134078213,0.0161198979591837
"1978-08-26",0.0128296703296704,0.00895465994962219,0.013914590747331,0.009441340782123,0.0133035714285714
"1978-08-27",0.012087912087912,0.00858942065491175,0.013914590747331,0.00857541899441339,0.011186224489796
"1978-08-28",0.0113461538461539,0.00785894206549109,0.013914590747331,0.011173184357542,0.0101352040816327
"1978-08-29",0.0113461538461539,0.00785894206549109,0.0129003558718861,0.0103072625698324,0.00987244897959183
"1978-08-30",0.0128296703296704,0.00785894206549109,0.0149288256227758,0.0124944134078213,0.00935204081632657
"1978-08-31",0.012087912087912,0.00983627204030224,0.0169572953736654,0.0124944134078213,0.0119744897959184
"1978-09-01",0.0106043956043955,0.00822418136020153,0.013914590747331,0.00857541899441339,0.0151785714285715
"1978-09-02",0.0317857142857143,0.00822418136020153,0.0203914590747332,0.0124944134078213,0.011186224489796
"1978-09-03",0.123681318681319,0.0850125944584383,0.0793594306049823,0.0438826815642459,0.0340051020408163
"1978-09-04",0.129505494505495,0.130982367758187,0.113523131672598,0.102234636871508,0.080280612244898
"1978-09-05",0.0698901098901099,0.0516372795969773,0.0444839857651245,0.0354748603351955,0.0983673469387756
"1978-09-06",0.0428351648351648,0.0295969773299749,0.0288612099644128,0.0230642458100558,0.0715918367346939
"1978-09-07",0.0347197802197803,0.0211586901763223,0.022811387900356,0.0254944134078212,0.0458010204081634
"1978-09-08",0.0678571428571428,0.0414357682619648,0.046085409252669,0.0288212290502794,0.033545918367347
"1978-09-09",0.0446923076923076,0.0381612090680101,0.0343950177935943,0.0124944134078213,0.0694642857142858
"1978-09-10",0.0273846153846153,0.0211586901763223,0.022811387900356,0.0103072625698324,0.0551479591836734
"1978-09-11",0.0233626373626374,0.0185138539042822,0.0191814946619218,0.011173184357542,0.0374183673469388
"1978-09-12",0.0211868131868131,0.0167506297229219,0.0169572953736654,0.0103072625698324,0.0256632653061224
"1978-09-13",0.020098901098901,0.0151133501259446,0.0159430604982207,0.0138156424581006,0.0193647959183674
"1978-09-14",0.0222747252747253,0.0156171284634761,0.0216014234875446,0.0177793296089386,0.0183163265306123
"1978-09-15",0.0617582417582418,0.0546599496221662,0.0793594306049823,0.0751396648044693,0.0521377551020408
"1978-09-16",0.0317857142857143,0.0295969773299749,0.0343950177935943,0.0299301675977655,0.0879209183673471
"1978-09-17",0.0233626373626374,0.0211586901763223,0.0252313167259786,0.0204217877094972,0.0681173469387755
"1978-09-18",0.0211868131868131,0.0178841309823679,0.0216014234875446,0.0124944134078213,0.0425561224489797
"1978-09-19",0.020098901098901,0.0162468513853904,0.0191814946619218,0.0177793296089386,0.0303316326530612
"1978-09-20",0.0190109890109891,0.0151133501259446,0.0179715302491104,0.0191005586592179,0.0221964285714287
"1978-09-21",0.0179230769230769,0.0139798488664988,0.0159430604982207,0.0151368715083799,0.0186658163265305
"1978-09-22",0.0168351648351648,0.0124181360201512,0.0149288256227758,0.0151368715083799,0.0170612244897959
"1978-09-23",0.0157472527472526,0.0113853904282115,0.013914590747331,0.0138156424581006,0.0154923469387755
