Data;E83675000;E83345000;E83029900;E83660000;E83800002;E83892998;E83900000;E83440000;E83690000;E83250000;E83880000;E83300200;E83892990;E83105000;E83050000;E83677000;E83069900;E83520000
1/1/1929;;;;;;;;76,69;220,4241;;;;;;;;;
2/1/1929;;;;;;;;106,2;555,774;;;;;;;;;
3/1/1929;;;;;;;;109,8;836,0718;;;;;;;;;
4/1/1929;;;;;;;;113,4;1053,338;;;;;;;;;
5/1/1929;;;;;;;;108;420,9106;;;;;;;;;
6/1/1929;;;;;;;;106,2;651,7054;;;;;;;;;
7/1/1929;;;;;;;;106,2;466,8202;;;;;;;;;
8/1/1929;;;;;;;;387;1128,657;;;;;;;;;
9/1/1929;;;;;;;;259,5;1078,182;;;;;;;;;
10/1/1929;;;;;;;;177;841,6439;;;;;;;;;
11/1/1929;;;;;;;;135;681,8298;;;;;;;;;
12/1/1929;;;;;;;;262;537,4216;;;;;;;;;
13/1/1929;;;;;;;;193;1128,657;;;;;;;;;
14/1/1929;;;;;;;;146,4;864,0999;;;;;;;;;
15/1/1929;;;;;;;;124,2;1053,338;;;;;;;;;
16/1/1929;;;;;;;;154;754,5117;;;;;;;;;
17/1/1929;;;;;;;;117;537,4216;;;;;;;;;
18/1/1929;;;;;;;;97,15;501,5574;;;;;;;;;
19/1/1929;;;;;;;;84,2;551,1597;;;;;;;;;
20/1/1929;;;;;;;;80,5;346,7259;;;;;;;;;
21/1/1929;;;;;;;;76,69;254,307;;;;;;;;;
22/1/1929;;;;;;;;56,6;242,6703;;;;;;;;;
23/1/1929;;;;;;;;56,6;299,9882;;;;;;;;;
24/1/1929;;;;;;;;53,8;408,7647;;;;;;;;;
25/1/1929;;;;;;;;56,6;501,5574;;;;;;;;;
26/1/1929;;;;;;;;84,2;598,0861;;;;;;;;;
27/1/1929;;;;;;;;307;1368,669;;;;;;;;;
28/1/1929;;;;;;;;189;864,0999;;;;;;;;;
29/1/1929;;;;;;;;152,1;830,5165;;;;;;;;;
30/1/1929;;;;;;;;109,8;819,4564;;;;;;;;;
31/1/1929;;;;;;;;113,4;707,4042;;;;;;;;;
1/2/1929;;;;;;;;87,9;462,5576;;;;;;;;;
2/2/1929;;;;;;;;82,35;408,7647;;;;;;;;;
3/2/1929;;;;;;;;63,6;287,053;;;;;;;;;
4/2/1929;;;;;;;;56,6;274,4778;;;;;;;;;
5/2/1929;;;;;;;;41,2;299,9882;;;;;;;;;
6/2/1929;;;;;;;;44,35;266,2921;;;;;;;;;
7/2/1929;;;;;;;;41,2;246,5108;;;;;;;;;
8/2/1929;;;;;;;;34,9;192,8414;;;;;;;;;
9/2/1929;;;;;;;;32,8;176,7749;;;;;;;;;
10/2/1929;;;;;;;;25,76;155,7502;;;;;;;;;
11/2/1929;;;;;;;;25,76;128,582;;;;;;;;;
12/2/1929;;;;;;;;24;126,0451;;;;;;;;;
13/2/1929;;;;;;;;22,36;118,6257;;;;;;;;;
14/2/1929;;;;;;;;22,36;113,8372;;;;;;;;;
15/2/1929;;;;;;;;20,72;106,8876;;;;;;;;;
16/2/1929;;;;;;;;20,72;102,408;;;;;;;;;
17/2/1929;;;;;;;;19,9;100,2137;;;;;;;;;
18/2/1929;;;;;;;;17,44;98,04943;;;;;;;;;
19/2/1929;;;;;;;;24,88;93,81054;;;;;;;;;
20/2/1929;;;;;;;;32,8;91,73553;;;;;;;;;
21/2/1929;;;;;;;;27,52;155,7502;;;;;;;;;
22/2/1929;;;;;;;;25,76;144,4857;;;;;;;;;
23/2/1929;;;;;;;;39,1;155,7502;;;;;;;;;
24/2/1929;;;;;;;;60,8;291,3246;;;;;;;;;
25/2/1929;;;;;;;;43,3;155,7502;;;;;;;;;
26/2/1929;;;;;;;;32,8;150,0508;;;;;;;;;
27/2/1929;;;;;;;;31,04;150,0508;;;;;;;;;
28/2/1929;;;;;;;;41,2;186,3082;;;;;;;;;
1/3/1929;;;;;;;;77,96;192,8414;;;;;;;;;
2/3/1929;;;;;;;;62,2;189,557;;;;;;;;;
3/3/1929;;;;;;;;75,42;186,3082;;;;;;;;;
4/3/1929;;;;;;;;43,3;183,0951;;;;;;;;;
5/3/1929;;;;;;;;37;183,0951;;;;;;;;;
6/3/1929;;;;;;;;31,04;176,7749;;;;;;;;;
7/3/1929;;;;;;;;28,4;173,6674;;;;;;;;;
8/3/1929;;;;;;;;28,4;179,9173;;;;;;;;;
9/3/1929;;;;;;;;79,23;192,8414;;;;;;;;;
10/3/1929;;;;;;;;135;291,3246;;;;;;;;;
11/3/1929;;;;;;;;115,2;278,6298;;;;;;;;;
12/3/1929;;;;;;;;102,6;258,2632;;;;;;;;;
13/3/1929;;;;;;;;56,6;227,6888;;;;;;;;;
14/3/1929;;;;;;;;39,1;170,5949;;;;;;;;;
15/3/1929;;;;;;;;43,3;155,7502;;;;;;;;;
16/3/1929;;;;;;;;41,2;152,8837;;;;;;;;;
17/3/1929;;;;;;;;40,15;161,5852;;;;;;;;;
18/3/1929;;;;;;;;38,05;155,7502;;;;;;;;;
19/3/1929;;;;;;;;39,1;150,0508;;;;;;;;;
20/3/1929;;;;;;;;34,9;150,0508;;;;;;;;;
21/3/1929;;;;;;;;32,8;150,0508;;;;;;;;;
22/3/1929;;;;;;;;31,04;147,2516;;;;;;;;;
23/3/1929;;;;;;;;27,52;147,2516;;;;;;;;;
24/3/1929;;;;;;;;26,64;113,8372;;;;;;;;;
25/3/1929;;;;;;;;25,76;111,4898;;;;;;;;;
26/3/1929;;;;;;;;29,28;113,8372;;;;;;;;;
27/3/1929;;;;;;;;31,04;106,8876;;;;;;;;;
28/3/1929;;;;;;;;26,64;118,6257;;;;;;;;;
29/3/1929;;;;;;;;25,76;116,2158;;;;;;;;;
30/3/1929;;;;;;;;24,88;118,6257;;;;;;;;;
31/3/1929;;;;;;;;22,36;113,8372;;;;;;;;;
1/4/1929;;;;;;;;20,72;111,4898;;;;;;;;;
2/4/1929;;;;;;;;19,9;91,73553;;;;;;;;;
3/4/1929;;;;;;;;19,9;91,73553;;;;;;;;;
4/4/1929;;;;;;;;19,08;83,72754;;;;;;;;;
5/4/1929;;;;;;;;19,08;79,89627;;;;;;;;;
6/4/1929;;;;;;;;16,62;76,17824;;;;;;;;;
7/4/1929;;;;;;;;15,8;74,36123;;;;;;;;;
8/4/1929;;;;;;;;15,8;72,57198;;;;;;;;;
9/4/1929;;;;;;;;15,8;72,57198;;;;;;;;;
10/4/1929;;;;;;;;15,22;70,81033;;;;;;;;;
11/4/1929;;;;;;;;17,44;69,07607;;;;;;;;;
12/4/1929;;;;;;;;16,62;67,36902;;;;;;;;;
13/4/1929;;;;;;;;17,44;65,68901;;;;;;;;;
14/4/1929;;;;;;;;16,62;64,03585;;;;;;;;;
15/4/1929;;;;;;;;15,8;64,03585;;;;;;;;;
16/4/1929;;;;;;;;15,8;62,40936;;;;;;;;;
17/4/1929;;;;;;;;15,8;60,80934;;;;;;;;;
18/4/1929;;;;;;;;15,8;62,40936;;;;;;;;;
19/4/1929;;;;;;;;15,8;62,40936;;;;;;;;;
20/4/1929;;;;;;;;14,64;64,03585;;;;;;;;;
21/4/1929;;;;;;;;14,64;62,40936;;;;;;;;;
22/4/1929;;;;;;;;14,64;60,80934;;;;;;;;;
23/4/1929;;;;;;;;14,06;59,23563;;;;;;;;;
24/4/1929;;;;;;;;13,48;56,16634;;;;;;;;;
25/4/1929;;;;;;;;12,9;51,75497;;;;;;;;;
26/4/1929;;;;;;;;12,9;48,94025;;;;;;;;;
27/4/1929;;;;;;;;12,32;47,57018;;;;;;;;;
28/4/1929;;;;;;;;12,32;48,94025;;;;;;;;;
29/4/1929;;;;;;;;13,48;48,94025;;;;;;;;;
30/4/1929;;;;;;;;13,48;46,22472;;;;;;;;;
1/5/1929;;;;;;;;13,48;46,22472;;;;;;;;;
2/5/1929;;;;;;;;12,9;43,60687;;;;;;;;;
3/5/1929;;;;;;;;12,32;35,19147;;;;;;;;;
4/5/1929;;;;;;;;14,06;56,16634;;;;;;;;;
5/5/1929;;;;;;;;29,28;147,2516;;;;;;;;;
6/5/1929;;;;;;;;25,76;167,5572;;;;;;;;;
7/5/1929;;;;;;;;17,44;139,0534;;;;;;;;;
8/5/1929;;;;;;;;15,22;102,408;;;;;;;;;
9/5/1929;;;;;;;;14,06;85,68609;;;;;;;;;
10/5/1929;;;;;;;;23,18;87,67348;;;;;;;;;
11/5/1929;;;;;;;;131,4;424,995;;;;;;;;;
12/5/1929;;;;;;;;89,75;384,9581;;;;;;;;;
13/5/1929;;;;;;;;34,9;192,8414;;;;;;;;;
14/5/1929;;;;;;;;28,4;155,7502;;;;;;;;;
15/5/1929;;;;;;;;24;91,73553;;;;;;;;;
16/5/1929;;;;;;;;22,36;83,72754;;;;;;;;;
17/5/1929;;;;;;;;20,72;78,02319;;;;;;;;;
18/5/1929;;;;;;;;29,28;81,79766;;;;;;;;;
19/5/1929;;;;;;;;40,15;89,6899;;;;;;;;;
20/5/1929;;;;;;;;32,8;89,6899;;;;;;;;;
21/5/1929;;;;;;;;28,4;87,67348;;;;;;;;;
22/5/1929;;;;;;;;28,4;83,72754;;;;;;;;;
23/5/1929;;;;;;;;22,36;83,72754;;;;;;;;;
24/5/1929;;;;;;;;20,72;79,89627;;;;;;;;;
25/5/1929;;;;;;;;19,9;69,07607;;;;;;;;;
26/5/1929;;;;;;;;30,16;65,68901;;;;;;;;;
27/5/1929;;;;;;;;32,8;62,40936;;;;;;;;;
28/5/1929;;;;;;;;25,76;60,80934;;;;;;;;;
29/5/1929;;;;;;;;22,36;56,16634;;;;;;;;;
30/5/1929;;;;;;;;20,72;56,16634;;;;;;;;;
31/5/1929;;;;;;;;43,3;50,33512;;;;;;;;;
1/6/1929;;;;;;;;19,08;53,2;;;;;;;;;
2/6/1929;;;;;;;;17,44;53,2;;;;;;;;;
3/6/1929;;;;;;;;15,8;50,33512;;;;;;;;;
4/6/1929;;;;;;;;15,8;46,22472;;;;;;;;;
5/6/1929;;;;;;;;15,22;42,3341;;;;;;;;;
6/6/1929;;;;;;;;15,8;50,33512;;;;;;;;;
7/6/1929;;;;;;;;142,6;196,1618;;;;;;;;;
8/6/1929;;;;;;;;124,2;346,7259;;;;;;;;;
9/6/1929;;;;;;;;67,8;365,6153;;;;;;;;;
10/6/1929;;;;;;;;91,6;266,2921;;;;;;;;;
11/6/1929;;;;;;;;150,2;242,6703;;;;;;;;;
12/6/1929;;;;;;;;109,8;651,7054;;;;;;;;;
13/6/1929;;;;;;;;75,42;641,8013;;;;;;;;;
14/6/1929;;;;;;;;53,8;192,8414;;;;;;;;;
15/6/1929;;;;;;;;49,6;192,8414;;;;;;;;;
16/6/1929;;;;;;;;43,3;176,7749;;;;;;;;;
17/6/1929;;;;;;;;39,1;179,9173;;;;;;;;;
18/6/1929;;;;;;;;27,52;128,582;;;;;;;;;
19/6/1929;;;;;;;;32,8;128,582;;;;;;;;;
20/6/1929;;;;;;;;29,28;121,0671;;;;;;;;;
21/6/1929;;;;;;;;29,28;118,6257;;;;;;;;;
22/6/1929;;;;;;;;27,52;113,8372;;;;;;;;;
23/6/1929;;;;;;;;39,1;116,2158;;;;;;;;;
24/6/1929;;;;;;;;31,04;91,73553;;;;;;;;;
25/6/1929;;;;;;;;29,28;83,72754;;;;;;;;;
26/6/1929;;;;;;;;27,52;79,89627;;;;;;;;;
27/6/1929;;;;;;;;24;79,89627;;;;;;;;;
28/6/1929;;;;;;;;24;78,02319;;;;;;;;;
29/6/1929;;;;;;;;23,18;72,57198;;;;;;;;;
30/6/1929;;;;;;;;23,18;79,89627;;;;;;;;;
1/7/1929;;;;;;;;22,36;78,02319;;;;;;;;;
2/7/1929;;;;;;;;21,54;78,02319;;;;;;;;;
3/7/1929;;;;;;;;20,72;76,17824;;;;;;;;;
4/7/1929;;;;;;;;19,9;72,57198;;;;;;;;;
5/7/1929;;;;;;;;21,54;76,17824;;;;;;;;;
6/7/1929;;;;;;;;19,9;79,89627;;;;;;;;;
7/7/1929;;;;;;;;20,72;79,89627;;;;;;;;;
8/7/1929;;;;;;;;19,08;78,02319;;;;;;;;;
9/7/1929;;;;;;;;19,08;79,89627;;;;;;;;;
10/7/1929;;;;;;;;19,9;81,79766;;;;;;;;;
11/7/1929;;;;;;;;19,9;81,79766;;;;;;;;;
12/7/1929;;;;;;;;19,08;83,72754;;;;;;;;;
13/7/1929;;;;;;;;18,26;78,02319;;;;;;;;;
14/7/1929;;;;;;;;18,26;76,17824;;;;;;;;;
15/7/1929;;;;;;;;17,44;76,17824;;;;;;;;;
16/7/1929;;;;;;;;16,62;78,02319;;;;;;;;;
17/7/1929;;;;;;;;15,8;79,89627;;;;;;;;;
18/7/1929;;;;;;;;15,22;79,89627;;;;;;;;;
19/7/1929;;;;;;;;15,22;72,57198;;;;;;;;;
20/7/1929;;;;;;;;14,64;67,36902;;;;;;;;;
21/7/1929;;;;;;;;15,8;65,68901;;;;;;;;;
22/7/1929;;;;;;;;19,9;65,68901;;;;;;;;;
23/7/1929;;;;;;;;19,08;78,02319;;;;;;;;;
24/7/1929;;;;;;;;16,62;128,582;;;;;;;;;
25/7/1929;;;;;;;;15,8;126,0451;;;;;;;;;
26/7/1929;;;;;;;;15,22;83,72754;;;;;;;;;
27/7/1929;;;;;;;;14,64;79,89627;;;;;;;;;
28/7/1929;;;;;;;;14,64;76,17824;;;;;;;;;
29/7/1929;;;;;;;;14,06;74,36123;;;;;;;;;
30/7/1929;;;;;;;;14,06;70,81033;;;;;;;;;
31/7/1929;;;;;;;;15,22;69,07607;;;;;;;;;
1/8/1929;;;;;;;;15,22;78,02319;;;;;;;;;
2/8/1929;;;;;;;;15,22;76,17824;;;;;;;;;
3/8/1929;;;;;;;;15,22;83,72754;;;;;;;;;
4/8/1929;;;;;;;;14,64;76,17824;;;;;;;;;
5/8/1929;;;;;;;;18,26;74,36123;;;;;;;;;
6/8/1929;;;;;;;;16,62;69,07607;;;;;;;;;
7/8/1929;;;;;;;;15,22;67,36902;;;;;;;;;
8/8/1929;;;;;;;;14,64;59,23563;;;;;;;;;
9/8/1929;;;;;;;;14,06;60,80934;;;;;;;;;
10/8/1929;;;;;;;;13,48;56,16634;;;;;;;;;
11/8/1929;;;;;;;;12,9;56,16634;;;;;;;;;
12/8/1929;;;;;;;;12,32;56,16634;;;;;;;;;
13/8/1929;;;;;;;;12,9;50,33512;;;;;;;;;
14/8/1929;;;;;;;;12,32;46,22472;;;;;;;;;
15/8/1929;;;;;;;;11,74;38,65808;;;;;;;;;
16/8/1929;;;;;;;;11,74;35,19147;;;;;;;;;
17/8/1929;;;;;;;;24;91,73553;;;;;;;;;
18/8/1929;;;;;;;;24;106,8876;;;;;;;;;
19/8/1929;;;;;;;;25,76;220,4241;;;;;;;;;
20/8/1929;;;;;;;;27,52;213,3083;;;;;;;;;
21/8/1929;;;;;;;;21,54;192,8414;;;;;;;;;
22/8/1929;;;;;;;;19,9;113,8372;;;;;;;;;
23/8/1929;;;;;;;;17,44;104,6326;;;;;;;;;
24/8/1929;;;;;;;;18,26;95,91512;;;;;;;;;
25/8/1929;;;;;;;;71,61;192,8414;;;;;;;;;
26/8/1929;;;;;;;;67,8;424,995;;;;;;;;;
27/8/1929;;;;;;;;48,55;346,7259;;;;;;;;;
28/8/1929;;;;;;;;33,85;308,8137;;;;;;;;;
29/8/1929;;;;;;;;144,5;384,9581;;;;;;;;;
30/8/1929;;;;;;;;136,9;420,9106;;;;;;;;;
31/8/1929;;;;;;;;146,4;308,8137;;;;;;;;;
1/9/1929;;;;;;;;93,45;308,8137;;;;;;;;;
2/9/1929;;;;;;;;67,8;186,3082;;;;;;;;;
3/9/1929;;;;;;;;52,75;164,554;;;;;;;;;
4/9/1929;;;;;;;;45,4;155,7502;;;;;;;;;
5/9/1929;;;;;;;;44,35;158,6507;;;;;;;;;
6/9/1929;;;;;;;;53,8;186,3082;;;;;;;;;
7/9/1929;;;;;;;;47,5;199,5183;;;;;;;;;
8/9/1929;;;;;;;;58;266,2921;;;;;;;;;
9/9/1929;;;;;;;;124,2;501,5574;;;;;;;;;
10/9/1929;;;;;;;;104,4;346,7259;;;;;;;;;
11/9/1929;;;;;;;;76,69;308,8137;;;;;;;;;
12/9/1929;;;;;;;;67,8;220,4241;;;;;;;;;
13/9/1929;;;;;;;;53,8;170,5949;;;;;;;;;
14/9/1929;;;;;;;;48,55;133,7527;;;;;;;;;
15/9/1929;;;;;;;;44,35;126,0451;;;;;;;;;
16/9/1929;;;;;;;;30,16;121,0671;;;;;;;;;
17/9/1929;;;;;;;;26,64;118,6257;;;;;;;;;
18/9/1929;;;;;;;;24,88;113,8372;;;;;;;;;
19/9/1929;;;;;;;;33,85;133,7527;;;;;;;;;
20/9/1929;;;;;;;;39,1;128,582;;;;;;;;;
21/9/1929;;;;;;;;33,85;133,7527;;;;;;;;;
22/9/1929;;;;;;;;35,95;139,0534;;;;;;;;;
23/9/1929;;;;;;;;52,75;155,7502;;;;;;;;;
24/9/1929;;;;;;;;74,15;186,3082;;;;;;;;;
25/9/1929;;;;;;;;118,8;199,5183;;;;;;;;;
26/9/1929;;;;;;;;100,8;346,7259;;;;;;;;;
27/9/1929;;;;;;;;75,42;299,9882;;;;;;;;;
28/9/1929;;;;;;;;60,8;224,0378;;;;;;;;;
29/9/1929;;;;;;;;50,65;206,3402;;;;;;;;;
30/9/1929;;;;;;;;45,4;164,554;;;;;;;;;
1/10/1929;;;;;;;;43,3;139,0534;;;;;;;;;
2/10/1929;;;;;;;;69,07;270,3653;;;;;;;;;
3/10/1929;;;;;;;;95,3;501,5574;;;;;;;;;
4/10/1929;;;;;;;;161,6;651,7054;;;;;;;;;
5/10/1929;;;;;;;;234,7;864,0999;;;;;;;;;
6/10/1929;;;;;;;;163,5;702,2552;;;;;;;;;
7/10/1929;;;;;;;;135;510,4181;;;;;;;;;
8/10/1929;;;;;;;;154;560,4058;;;;;;;;;
9/10/1929;;;;;;;;155,9;560,4058;;;;;;;;;
10/10/1929;;;;;;;;122,4;384,9581;;;;;;;;;
11/10/1929;;;;;;;;111,6;346,7259;;;;;;;;;
12/10/1929;;;;;;;;111,6;346,7259;;;;;;;;;
13/10/1929;;;;;;;;108;346,7259;;;;;;;;;
14/10/1929;;;;;;;;203,5;968,4573;;;;;;;;;
15/10/1929;;;;;;;;426;1736,438;;;;;;;;;
16/10/1929;;;;;;;;287;1496,493;;;;;;;;;
17/10/1929;;;;;;;;195,1;1160,735;;;;;;;;;
18/10/1929;;;;;;;;152,1;864,0999;;;;;;;;;
19/10/1929;;;;;;;;120,6;510,4181;;;;;;;;;
20/10/1929;;;;;;;;100,8;433,2175;;;;;;;;;
21/10/1929;;;;;;;;89,75;346,7259;;;;;;;;;
22/10/1929;;;;;;;;161,6;537,4216;;;;;;;;;
23/10/1929;;;;;;;;177;651,7054;;;;;;;;;
24/10/1929;;;;;;;;197,2;754,5117;;;;;;;;;
25/10/1929;;;;;;;;183;651,7054;;;;;;;;;
26/10/1929;;;;;;;;150,2;466,8202;;;;;;;;;
27/10/1929;;;;;;;;124,2;416,844;;;;;;;;;
28/10/1929;;;;;;;;100,8;369,4477;;;;;;;;;
29/10/1929;;;;;;;;89,75;346,7259;;;;;;;;;
30/10/1929;;;;;;;;80,5;346,7259;;;;;;;;;
31/10/1929;;;;;;;;91,6;291,3246;;;;;;;;;
1/11/1929;;;;;;;;102,6;400,7572;;;;;;;;;
2/11/1929;;;;;;;;86,05;381,0533;;;;;;;;;
3/11/1929;;;;;;;;70,34;235,1038;;;;;;;;;
4/11/1929;;;;;;;;63,6;209,8059;;;;;;;;;
5/11/1929;;;;;;;;58;192,8414;;;;;;;;;
6/11/1929;;;;;;;;51,7;155,7502;;;;;;;;;
7/11/1929;;;;;;;;49,6;113,8372;;;;;;;;;
8/11/1929;;;;;;;;58;176,7749;;;;;;;;;
9/11/1929;;;;;;;;82,35;209,8059;;;;;;;;;
10/11/1929;;;;;;;;66,4;192,8414;;;;;;;;;
11/11/1929;;;;;;;;56,6;161,5852;;;;;;;;;
12/11/1929;;;;;;;;52,75;173,6674;;;;;;;;;
13/11/1929;;;;;;;;53,8;192,8414;;;;;;;;;
14/11/1929;;;;;;;;51,7;167,5572;;;;;;;;;
15/11/1929;;;;;;;;44,35;209,8059;;;;;;;;;
16/11/1929;;;;;;;;42,25;192,8414;;;;;;;;;
17/11/1929;;;;;;;;40,15;186,3082;;;;;;;;;
18/11/1929;;;;;;;;40,15;133,7527;;;;;;;;;
19/11/1929;;;;;;;;38,05;121,0671;;;;;;;;;
20/11/1929;;;;;;;;32,8;95,91512;;;;;;;;;
21/11/1929;;;;;;;;31,92;87,67348;;;;;;;;;
22/11/1929;;;;;;;;31,04;83,72754;;;;;;;;;
23/11/1929;;;;;;;;29,28;78,02319;;;;;;;;;
24/11/1929;;;;;;;;27,52;87,67348;;;;;;;;;
25/11/1929;;;;;;;;24,88;83,72754;;;;;;;;;
26/11/1929;;;;;;;;28,4;78,02319;;;;;;;;;
27/11/1929;;;;;;;;24;72,57198;;;;;;;;;
28/11/1929;;;;;;;;24;69,07607;;;;;;;;;
29/11/1929;;;;;;;;23,18;67,36902;;;;;;;;;
30/11/1929;;;;;;;;22,36;65,68901;;;;;;;;;
1/12/1929;;;;;;;;21,54;64,03585;;;;;;;;;
2/12/1929;;;;;;;;20,72;60,80934;;;;;;;;;
3/12/1929;;;;;;;;19,9;98,04943;;;;;;;;;
4/12/1929;;;;;;;;19,9;78,02319;;;;;;;;;
5/12/1929;;;;;;;;19,08;74,36123;;;;;;;;;
6/12/1929;;;;;;;;18,26;79,89627;;;;;;;;;
7/12/1929;;;;;;;;20,72;100,2137;;;;;;;;;
8/12/1929;;;;;;;;21,54;87,67348;;;;;;;;;
9/12/1929;;;;;;;;21,54;72,57198;;;;;;;;;
10/12/1929;;;;;;;;20,72;72,57198;;;;;;;;;
11/12/1929;;;;;;;;19,9;79,89627;;;;;;;;;
12/12/1929;;;;;;;;18,26;78,02319;;;;;;;;;
13/12/1929;;;;;;;;15,8;76,17824;;;;;;;;;
14/12/1929;;;;;;;;15,22;72,57198;;;;;;;;;
15/12/1929;;;;;;;;15,22;69,07607;;;;;;;;;
16/12/1929;;;;;;;;14,64;64,03585;;;;;;;;;
17/12/1929;;;;;;;;15,22;62,40936;;;;;;;;;
18/12/1929;;;;;;;;14,06;60,80934;;;;;;;;;
19/12/1929;;;;;;;;13,48;53,2;;;;;;;;;
20/12/1929;;;;;;;;12,9;50,33512;;;;;;;;;
21/12/1929;;;;;;;;12,32;48,94025;;;;;;;;;
22/12/1929;;;;;;;;12,32;46,22472;;;;;;;;;
23/12/1929;;;;;;;;12,9;48,94025;;;;;;;;;
24/12/1929;;;;;;;;12,32;48,94025;;;;;;;;;
25/12/1929;;;;;;;;11,74;47,57018;;;;;;;;;
26/12/1929;;;;;;;;11,16;47,57018;;;;;;;;;
27/12/1929;;;;;;;;11,16;44,90368;;;;;;;;;
28/12/1929;;;;;;;;10,58;48,94025;;;;;;;;;
29/12/1929;;;;;;;;10,58;42,3341;;;;;;;;;
30/12/1929;;;;;;;;10;37,47953;;;;;;;;;
31/12/1929;;;;;;;;10;37,47953;;;;;;;;;
1/1/1930;;;;;;;22,03;15,22;46,22472;0,937451;;;;;2,9;;;
2/1/1930;;;;;;;27,7;12,32;50,33512;1,318572;;;;;2,9;;;
3/1/1930;;;;;;;29,7;13,48;53,2;1,986799;;;;;2,9;;;
4/1/1930;;;;;;;24,7;19,08;83,72754;2,493103;;;;;23,2;;;
5/1/1930;;;;;;;28,3;19,08;89,6899;9,895792;;;;;70,8;;;
6/1/1930;;;;;;;180,8;32,8;384,9581;31,39609;;;;;141;;;
7/1/1930;;;;;;;105,5;69,07;555,774;43,48943;;;;;177;;;
8/1/1930;;;;;;;90,25999;33,85;593,3152;16,71359;;;;;78;;;
9/1/1930;;;;;;;49,8;24;343,0026;16,13788;;;;;46;;;
10/1/1930;;;;;;;38,64;32,8;224,0378;15,01152;;;;;29,54;;;
11/1/1930;;;;;;;31,45;25,76;192,8414;5,691032;;;;;26,5;;;
12/1/1930;;;;;;;29,35;18,26;136,3867;5,323955;;;;;19,6;;;
13/1/1930;;;;;;;28;16,62;104,6326;4,284053;;;;;46;;;
14/1/1930;;;;;;;43,68;24;131,1512;7,258426;;;;;90;;;
15/1/1930;;;;;;;116;140,7;555,774;15,01152;;;;;98;;;
16/1/1930;;;;;;;108,5;100,8;707,4042;9,433047;;;;;183;;;
17/1/1930;;;;;;;90,74;193;765,1667;7,258426;;;;;170;;;
18/1/1930;;;;;;;61,4;117;555,774;10,36762;;;;;148;;;
19/1/1930;;;;;;;46,6;67,8;388,8808;7,67452;;;;;126;;;
20/1/1930;;;;;;;43,68;46,45;282,8215;5,691032;;;;;105;;;
21/1/1930;;;;;;;41,52;34,9;246,5108;4,967014;;;;;78,9;;;
22/1/1930;;;;;;;40,44;32,8;161,5852;4,620337;;;;;56,4;;;
23/1/1930;;;;;;;39,72;28,4;131,1512;4,620337;;;;;52;;;
24/1/1930;;;;;;;43,68;25,76;128,582;4,284053;;;;;19;;;
25/1/1930;;;;;;;45,12;25,76;126,0451;19,7154;;;;;12,1;;;
26/1/1930;;;;;;;49;32,8;192,8414;12,34437;;;;;7,65;;;
27/1/1930;;;;;;;40,08;32,8;155,7502;8,979465;;;;;5,015;;;
28/1/1930;;;;;;;32,16;32,8;150,0508;7,258426;;;;;61,2;;;
29/1/1930;;;;;;;48,2;28,4;147,2516;36,03882;;;;;189;;;
30/1/1930;;;;;;;39;25,76;424,995;27,73071;;;;;199,2;;;
31/1/1930;;;;;;;69,62;40,15;510,4181;23,5827;;;;;105;;;
1/2/1930;;;;;;;52,6;32,8;424,995;15,01152;;;;;99,5;;;
2/2/1930;;;;;;;74,9;31,04;313,8745;14,46098;;;;;82,05;;;
3/2/1930;;;;;;;51;37;291,3246;9,895792;;;;;94;;;
4/2/1930;;;;;;;39,36;35,95;274,4778;20,97278;;;;;81,6;;;
5/2/1930;;;;;;;55,1;63,6;339,2975;19,7154;;;;;88;;;
6/2/1930;;;;;;;66,8;43,3;266,2921;11,83691;;;;;79,8;;;
7/2/1930;;;;;;;52,2;142,6;404,752;9,895792;;;;;137;;;
8/2/1930;;;;;;;123;167,3;728,1708;62,05207;;;;;169;;;
9/2/1930;;;;;;;125,5;207,7;1232,739;83,24655;;;;;163;;;
10/2/1930;;;;;;;122;154;1361,719;128,9601;;;;;153;;;
11/2/1930;;;;;;;81,62;150,2;781,2764;17,8898;;;;;106;;;
12/2/1930;;;;;;;59,15;72,88;510,4181;13,91893;;;;;69,2;;;
13/2/1930;;;;;;;49;53,8;346,7259;9,895792;;;;;57,6;;;
14/2/1930;;;;;;;60,05;52,75;266,2921;19,09877;;;;;49,6;;;
15/2/1930;;;;;;;97,5;47,5;392,8216;22,91842;;;;;46;;;
16/2/1930;;;;;;;111;339;1212,907;52,43212;;;;;87;;;
17/2/1930;;;;;;;98;135;933,0724;27,73071;;;;;74,8;;;
18/2/1930;;;;;;;91,22;82,35;579,1069;17,29758;;;;;61,2;;;
19/2/1930;;;;;;;74,42;63,6;416,844;15,01152;;;;;70;;;
20/2/1930;;;;;;;56;53,8;343,0026;11,83691;;;;;66,4;;;
21/2/1930;;;;;;;48,6;48,55;266,2921;9,895792;;;;;54,8;;;
22/2/1930;;;;;;;42,96;32,8;220,4241;8,100117;;;;;43,6;;;
23/2/1930;;;;;;;41,16;32,8;189,557;7,258426;;;;;29,92;;;
24/2/1930;;;;;;;41,88;37;186,3082;5,691032;;;;;23,2;;;
25/2/1930;;;;;;;39,72;66,4;227,6888;3,958304;;;;;13,9;;;
26/2/1930;;;;;;;35,76;43,3;179,9173;5,691032;;;;;8,9;;;
