Data;E83675000;E83345000;E83029900;E83660000;E83800002;E83892998;E83900000;E83440000;E83690000;E83250000;E83880000;E83300200;E83892990;E83105000;E83050000;E83677000;E83069900;E83520000
6/11/1943;;;;19,68;462;;19,9984;37;227,6888;19,09877;;;;;52,8;;;
7/11/1943;;;;17,97;370;;17,69;31,92;170,5949;16,71359;;;;;42;;;
8/11/1943;;;;17,4;324;;17,69;27,52;144,4857;14,46098;;;;;34,96;;;
9/11/1943;;;;17,4;294;;18,1913;24,88;133,7527;13,91893;;;;;29,54;;;
10/11/1943;;;;16,22;284;;18,4444;24;126,0451;12,86057;;;;;29,16;;;
11/11/1943;;;;16,22;280;;18,6992;24,88;118,6257;14,46098;;;;;28,02;;;
12/11/1943;;;;15,04;286;;18,1913;23,18;116,2158;12,86057;;;;;22,9;;;
13/11/1943;;;;13,27;264;;17,9398;20,72;109,1733;11,83691;;;;;19,6;;;
14/11/1943;;;;12,68;224;;17,4418;19,08;98,0494;11,83691;;;;;18,1;;;
15/11/1943;;;;12,09;224;;16,2263;16,62;93,8105;11,33825;;;;;16,3;;;
16/11/1943;;;;11,5;202;;15,7518;15,8;87,6735;10,36762;;;;;15,1;;;
17/11/1943;;;;11,08;194;;15,7518;19,08;85,6861;14,46098;;;;;17,5;;;
18/11/1943;;;;10,66;236;;18,4444;18,26;100,2137;19,09877;;;;;32,25;;;
19/11/1943;;;;10,24;262;;18,1913;17,44;113,8372;15,5705;;;;;26,5;;;
20/11/1943;;;;9,82;236;;17,4418;16,62;102,408;13,38544;;;;;21,1;;;
21/11/1943;;;;9,82;206;;16,7075;15,22;87,6735;11,83691;;;;;15,7;;;
22/11/1943;;;;9,82;190;;15,5171;14,06;81,7977;10,84847;;;;;13,9;;;
23/11/1943;;;;8,98;208;;14,8231;12,9;83,7275;9,433047;;;;;12,4;;;
24/11/1943;;;;8,98;216;;15,2841;14,06;79,8963;8,979465;;;;;12,7;;;
25/11/1943;;;;8,98;222;;15,2841;14,06;78,0232;8,979465;;;;;12,7;;;
26/11/1943;;;;8,14;206;;14,3688;12,9;72,572;8,535128;;;;;10,85;;;
27/11/1943;;;;8,14;184;;13,9213;12,32;70,8103;8,100117;;;;;9,55;;;
28/11/1943;;;;7,72;172;;13,4806;11,74;64,0359;7,258426;;;;;8,9;;;
29/11/1943;;;;7,3;166;;13,2628;11,16;60,8093;7,258426;;;;;8,25;;;
30/11/1943;;;;7,3;152;;13,0467;10,58;59,2356;7,258426;;;;;8,25;;;
1/12/1943;;;;9,4;151;;13,4806;10,58;57,688;6,85193;;;;;7,65;;;
2/12/1943;;;;9,82;174;;13,9213;11,74;56,1663;6,45513;;;;;8,575;;;
3/12/1943;;;;10,66;172;;13,9213;14,64;56,1663;8,100117;;;;;12,4;;;
4/12/1943;;;;12,68;194;;14,5951;18,26;87,6735;7,67452;;;;;14,8;;;
5/12/1943;;;;12,68;224;;15,0527;20,72;93,8105;9,895792;;;;;14,5;;;
6/12/1943;;;;11,5;198;;13,9213;15,8;85,6861;8,979465;;;;;11,8;;;
7/12/1943;;;;11,5;186;;15,5171;14,64;79,8963;8,535128;;;;;9,875;;;
8/12/1943;;;;10,24;172;;14,3688;13,48;70,8103;7,67452;;;;;8,575;;;
9/12/1943;;;;8,98;160;;13,2628;12,32;65,689;11,83691;;;;;11,175;;;
10/12/1943;;;;8,14;174;;12,8322;13,48;69,0761;13,38544;;;;;19,3;;;
11/12/1943;;;;7,3;198;;12,8322;17,44;81,7977;11,83691;;;;;14,2;;;
12/12/1943;;;;7,3;196;;16,2263;19,08;89,6899;16,13788;;;;;32,25;;;
13/12/1943;;;;7,3;316;;35,6064;26,64;158,6507;19,09877;;;;;31,47;;;
14/12/1943;;;;7,3;328;;23,0028;35,95;147,2516;13,91893;;;;;20,2;;;
15/12/1943;;;;7,3;270;;20,2632;29,28;116,2158;12,34437;;;;;14,5;;;
16/12/1943;;;;8,14;228;;16,2263;23,18;93,8105;12,34437;;;;;13,6;;;
17/12/1943;;;;8,14;212;;13,9213;19,9;83,7275;11,33825;;;;;12,7;;;
18/12/1943;;;;8,14;204;;13,2628;16,62;79,8963;8,535128;;;;;9,875;;;
19/12/1943;;;;8,14;164;;12,6195;14,06;69,0761;6,45513;;;;;8,25;;;
20/12/1943;;;;8,14;156;;11,7856;12,32;57,688;6,45513;;;;;7,65;;;
21/12/1943;;;;8,14;147;;11,7856;11,16;56,1663;5,691032;;;;;7,05;;;
22/12/1943;;;;8,14;147;;11,5813;10,58;53,2;5,323955;;;;;6,15;;;
23/12/1943;;;;7,3;143;;11,5813;10;50,3351;4,967014;;;;;5,85;;;
24/12/1943;;;;7,3;142;;11,178;10,58;48,9403;4,620337;;;;;5,85;;;
25/12/1943;;;;17,4;186;;11,178;12,9;72,572;4,620337;;;;;22,6;;;
26/12/1943;;;;22,53;178;;21,887;15,22;69,0761;4,967014;;;;;10,85;;;
27/12/1943;;;;17,4;186;;13,2628;14,06;70,8103;4,620337;;;;;7,35;;;
28/12/1943;;;;14,45;182;;12,8322;11,16;60,8093;4,284053;;;;;5,85;;;
29/12/1943;;;;12,68;152;;12,4085;9,18;50,3351;4,284053;;;;;7,35;;;
30/12/1943;;;;11,5;132;;11,7856;8,36;46,2247;4,284053;;;;;6,15;;;
31/12/1943;;;;9,82;134;;11,5813;9,18;41,0852;4,284053;;;;;5,85;;;
1/1/1944;;;;8,56;139;;11,178;9,59;50,3351;8,100117;;;;;7,95;;;
2/1/1944;;;;8,14;142;;11,178;11,74;51,755;6,45513;;;;;8,25;;;
3/1/1944;;;;7,72;143;;10,7815;13,48;56,1663;8,100117;;;;;19,6;;;
4/1/1944;;;;7,72;145;;13,0467;12,9;59,2356;6,068128;;;;;19,9;;;
5/1/1944;;;;10,66;176;;12,6195;15,22;79,8963;4,967014;;;;;11,8;;;
6/1/1944;;;;15,04;212;;24,726;12,32;89,6899;13,91893;;;;;18,4;;;
7/1/1944;;;;23,1;216;;28,0391;14,64;95,9151;12,86057;;;;;34,96;;;
8/1/1944;;;;23,62;232;;49,5766;24,88;102,408;16,13788;;;;;24,1;;;
9/1/1944;;;;25,18;330;;44,0316;24;183,0951;27,02023;;;;;80,7;;;
10/1/1944;;;;26,22;516;;43,6476;32,8;287,0531;29,17437;;;;;70,4;;;
11/1/1944;;;;27,78;652;;59,3653;59,4;377,1667;59,09621;;;;;61,2;;;
12/1/1944;;;;26,74;534;;34,2284;41,2;278,6298;24,25476;;;;;46,8;;;
13/1/1944;;;;24,66;429;;19,7352;205,6;313,8745;72,32941;;;;;110;;;
14/1/1944;;;;23,62;753;;16,2263;79,23;484,0474;43,48943;;;;;92,5;;;
15/1/1944;;;;23,1;663;;25,9077;48,55;420,9106;38,45823;;;;;71,6;;;
16/1/1944;;;;57,78;729;;156,6461;41,2;429,0973;95,9757;;;;;119;;;
17/1/1944;;;;36,82;729;;34,9142;53,8;441,5114;43,48943;;;;;82,5;;;
18/1/1944;;;;26,22;600;;24,145;43,3;354,2271;30,64806;;;;;66,4;;;
19/1/1944;;;;20,25;474;;21,0677;35,95;246,5108;22,91842;;;;;56;;;
20/1/1944;;;;16,81;382;;18,1913;32,8;183,0951;18,49022;;;;;41,6;;;
21/1/1944;;;;15,63;328;;17,69;27,52;155,7502;16,13788;;;;;32,25;;;
22/1/1944;;;;15,04;290;;16,2263;24;136,3867;13,91893;;;;;25,9;;;
23/1/1944;;;;15,63;262;;15,2841;20,72;123,5402;12,86057;;;;;25,6;;;
24/1/1944;;;;22,53;300;;17,4418;24;141,753;17,29758;;;;;30,69;;;
25/1/1944;;;;15,63;302;;18,4444;23,18;139,0534;16,13788;;;;;28,4;;;
26/1/1944;;;;13,86;320;;28,9772;24;147,2516;15,5705;;;;;26,2;;;
27/1/1944;;;;11,5;312;;49,1701;24;139,0534;25,62213;;;;;22;;;
28/1/1944;;;;8,56;296;;31,2232;24;131,1512;26,31736;;;;;20,8;;;
29/1/1944;;;;8,14;340;;107,4342;24;167,5572;23,5827;;;;;43,6;;;
30/1/1944;;;;8,14;354;;77,8765;21,54;161,5852;20,97278;;;;;35,34;;;
31/1/1944;;;;7,72;326;;54,1531;19,9;155,7502;19,7154;;;;;24,4;;;
1/2/1944;;;;8,14;300;;42,1275;22,36;136,3867;15,01152;;;;;31,08;;;
2/2/1944;;;;71,7;506;;122,0192;45,4;313,8745;13,91893;;;;;33,81;;;
3/2/1944;;;;26,74;418;;73,3923;24;176,7749;13,91893;;;;;23,8;;;
4/2/1944;;;;19,11;330;;37,7219;20,72;147,2516;12,86057;;;;;20,2;;;
5/2/1944;;;;15,63;276;;36,6568;19,08;116,2158;10,36762;;;;;17,2;;;
6/2/1944;;;;21,96;278;;29,6107;15,8;116,2158;11,83691;;;;;14,5;;;
7/2/1944;;;;16,81;244;;24,4346;14,64;95,9151;11,33825;;;;;12,7;;;
8/2/1944;;;;15,63;230;;21,6123;13,48;85,6861;9,433047;;;;;11,5;;;
9/2/1944;;;;14,45;224;;19,2139;12,32;79,8963;8,100117;;;;;10,2;;;
10/2/1944;;;;11,5;204;;18,1913;11,16;76,1782;6,85193;;;;;8,9;;;
11/2/1944;;;;10,66;182;;17,69;10,58;72,572;5,691032;;;;;8,25;;;
12/2/1944;;;;8,56;162;;16,7075;9,59;65,689;5,691032;;;;;7,65;;;
13/2/1944;;;;7,3;152;;15,9882;8,77;60,8093;5,323955;;;;;7,35;;;
14/2/1944;;;;7,3;150;;15,5171;8,77;56,1663;5,323955;;;;;7,05;;;
15/2/1944;;;;9,82;154;;13,9213;10;60,8093;5,323955;;;;;9,225;;;
16/2/1944;;;;10,66;168;;13,2628;12,32;65,689;9,895792;;;;;8,9;;;
17/2/1944;;;;11,5;204;;12,6195;14,64;83,7275;8,100117;;;;;8,575;;;
18/2/1944;;;;12,09;212;;14,1442;11,74;78,0232;6,45513;;;;;9,225;;;
19/2/1944;;;;13,27;172;;13,9213;10,58;74,3612;5,691032;;;;;11,8;;;
20/2/1944;;;;15,04;172;;14,5951;10,58;70,8103;5,691032;;;;;11,175;;;
21/2/1944;;;;18,54;246;;16,7075;11,74;102,408;7,258426;;;;;20,8;;;
22/2/1944;;;;15,63;216;;18,4444;14,64;83,7275;19,09877;;;;;13,9;;;
23/2/1944;;;;15,04;260;;17,69;16,62;111,4898;13,38544;;;;;10,2;;;
24/2/1944;;;;17,4;258;;16,2263;18,26;109,1733;11,33825;;;;;9,225;;;
25/2/1944;;;;28,3;308;;32,8765;14,64;131,1512;11,33825;;;;;10,525;;;
26/2/1944;;;;28,88;262;;22,7214;15,22;95,9151;13,91893;;;;;13;;;
27/2/1944;;;;28,88;316;;21,0677;25,76;150,0508;13,38544;;;;;11,5;;;
28/2/1944;;;;24,66;318;;19,9984;24;147,2516;11,83691;;;;;13;;;
29/2/1944;;;;17,4;272;;18,9557;19,9;123,5402;8,535128;;;;;19,3;;;
1/3/1944;;;;15,04;232;;17,9398;16,62;102,408;7,258426;;;;;17,8;;;
2/3/1944;;;;15,04;216;;17,4418;14,64;93,8105;8,979465;;;;;13;;;
3/3/1944;;;;15,04;212;;16,2263;14,64;87,6735;11,83691;;;;;12,7;;;
4/3/1944;;;;16,22;218;;15,7518;13,48;87,6735;11,83691;;;;;10,85;;;
5/3/1944;;;;20,82;218;;16,2263;13,48;95,9151;10,84847;;;;;15,1;;;
6/3/1944;;;;21,96;238;;19,9984;17,44;102,408;9,895792;;;;;19;;;
7/3/1944;;;;21,39;252;;18,1913;18,26;98,0494;9,895792;;;;;13,3;;;
8/3/1944;;;;20,82;240;;15,9882;15,22;91,7355;8,535128;;;;;10,2;;;
9/3/1944;;;;19,11;232;;15,0527;14,06;87,6735;8,100117;;;;;8,575;;;
10/3/1944;;;;18,54;224;;13,9213;15,22;85,6861;7,258426;;;;;8,25;;;
11/3/1944;;;;42,08;230;;13,4806;19,08;87,6735;10,36762;;;;;16,6;;;
12/3/1944;;;;82,28;474;;23,2858;29,28;238,868;83,24655;;;;;95,5;;;
13/3/1944;;;;55,95;792;;49,9846;47,5;532,8772;118,386;;;;;279,6;;;
14/3/1944;;;;31,78;856;;25,0189;127,8;574,4055;33,68451;;;;;235,8;;;
15/3/1944;;;;32,36;835;;22,7214;62,2;501,5574;19,09877;;;;;107;;;
16/3/1944;;;;38,86;616;;21,3391;40,15;343,0026;15,01152;;;;;66,8;;;
17/3/1944;;;;51,68;548;;75,8679;41,2;299,9882;41,7841;;;;;129,5;;;
18/3/1944;;;;46,21;586;;107,4342;51,7;350,4674;45,22274;;;;;225;;;
19/3/1944;;;;41,49;738;;37,0102;55,2;462,5576;27,02023;;;;;139;;;
20/3/1944;;;;32,36;726;;34,2284;45,4;400,7572;32,15152;;;;;76;;;
21/3/1944;;;;22,53;558;;37,7219;37;282,8215;22,26199;;;;;56;;;
22/3/1944;;;;21,39;433;;24,4346;31,04;199,5183;19,09877;;;;;42,4;;;
23/3/1944;;;;20,82;364;;21,6123;24;158,6507;16,13788;;;;;34,2;;;
24/3/1944;;;;19,68;316;;19,9984;20,72;133,7527;16,13788;;;;;28,02;;;
25/3/1944;;;;17,97;280;;18,9557;18,26;121,0671;13,38544;;;;;24,4;;;
26/3/1944;;;;17,4;250;;17,69;16,62;106,8876;11,33825;;;;;19,9;;;
27/3/1944;;;;14,45;234;;16,7075;14,64;95,9151;9,895792;;;;;18,1;;;
28/3/1944;;;;13,27;218;;16,2263;13,48;89,6899;9,433047;;;;;16;;;
29/3/1944;;;;12,09;200;;15,7518;12,32;83,7275;8,979465;;;;;14,5;;;
30/3/1944;;;;11,5;186;;14,1442;11,74;78,0232;8,535128;;;;;13,6;;;
31/3/1944;;;;11,5;184;;16,466;11,16;69,0761;9,895792;;;;;14,2;;;
1/4/1944;;;;10,24;192;;15,9882;10,58;69,0761;8,535128;;;;;13;;;
2/4/1944;;;;9,4;224;;15,0527;10;69,0761;7,258426;;;;;11,175;;;
3/4/1944;;;;8,56;234;;14,1442;9,59;65,689;6,068128;;;;;9,55;;;
4/4/1944;;;;8,14;186;;13,2628;9,18;60,8093;5,323955;;;;;8,9;;;
5/4/1944;;;;7,72;170;;12,6195;8,77;56,1663;5,323955;;;;;8,575;;;
6/4/1944;;;;7,3;186;;12,6195;8,36;54,6704;5,323955;;;;;8,25;;;
7/4/1944;;;;7,3;157;;12,1991;7,95;53,2;5,323955;;;;;8,25;;;
8/4/1944;;;;7,3;148;;12,8322;7,54;51,755;4,967014;;;;;7,95;;;
9/4/1944;;;;8,14;142;;13,0467;7,95;50,3351;4,967014;;;;;7,65;;;
10/4/1944;;;;8,14;141;;13,0467;7,54;48,9403;4,284053;;;;;7,35;;;
11/4/1944;;;;8,14;202;;13,4806;7,13;56,1663;4,284053;;;;;7,05;;;
12/4/1944;;;;7,3;200;;14,3688;8,36;60,8093;4,620337;;;;;6,75;;;
13/4/1944;;;;7,3;176;;13,9213;9,18;53,2;3,643236;;;;;6,45;;;
14/4/1944;;;;8,14;150;;13,2628;8,36;50,3351;3,643236;;;;;6,15;;;
15/4/1944;;;;8,14;143;;12,8322;7,95;47,5702;4,284053;;;;;6,15;;;
16/4/1944;;;;8,98;151;;18,1913;7,54;48,9403;4,284053;;;;;6,45;;;
17/4/1944;;;;13,27;152;;40,6331;8,36;59,2356;6,45513;;;;;7,95;;;
18/4/1944;;;;17,4;254;;27,1158;10;100,2137;13,91893;;;;;14,2;;;
19/4/1944;;;;23,62;238;;20,7978;11,74;100,2137;13,38544;;;;;30,3;;;
20/4/1944;;;;17,4;296;;32,2103;19,08;139,0534;24,93459;;;;;67,6;;;
21/4/1944;;;;15,63;334;;22,7214;19,08;164,554;12,34437;;;;;29,16;;;
22/4/1944;;;;13,27;292;;17,4418;17,44;121,0671;7,67452;;;;;18,4;;;
23/4/1944;;;;11,5;222;;14,5951;11,74;83,7275;6,45513;;;;;13,6;;;
24/4/1944;;;;10,24;186;;13,9213;9,59;69,0761;5,691032;;;;;11,5;;;
25/4/1944;;;;9,82;174;;13,0467;8,77;67,369;6,45513;;;;;9,875;;;
26/4/1944;;;;9,4;158;;12,6195;8,36;64,0359;5,323955;;;;;8,9;;;
27/4/1944;;;;8,98;156;;11,9915;7,95;54,6704;4,620337;;;;;8,25;;;
28/4/1944;;;;8,98;147;;11,5813;7,54;51,755;4,284053;;;;;7,95;;;
29/4/1944;;;;8,14;134;;11,3788;7,13;48,9403;3,643236;;;;;7,65;;;
30/4/1944;;;;8,14;147;;12,6195;7,13;47,5702;3,958304;;;;;7,35;;;
1/5/1944;;;;8,14;139;;11,3788;6,72;44,9037;3,958304;;;;;7,05;;;
2/5/1944;;;;7,72;142;;11,178;6,72;42,3341;3,958304;;;;;6,75;;;
3/5/1944;;;;7,3;143;;10,9789;6,31;41,0852;3,643236;;;;;6,45;;;
4/5/1944;;;;7,3;145;;10,9789;5,9;41,0852;3,339008;;;;;6,45;;;
5/5/1944;;;;7,3;142;;10,1996;5,63;38,6581;3,339008;;;;;6,15;;;
6/5/1944;;;;7,3;130;;10,1996;5,63;38,6581;3,045787;;;;;6,15;;;
7/5/1944;;;;6,95;138;;9,8202;5,36;39,8599;3,339008;;;;;5,85;;;
8/5/1944;;;;6,6;132;;9,8202;5,36;38,6581;3,045787;;;;;5,85;;;
9/5/1944;;;;6,6;138;;9,6331;5,36;37,4795;3,339008;;;;;5,85;;;
10/5/1944;;;;6,6;139;;9,4477;5,63;37,4795;3,643236;;;;;5,85;;;
11/5/1944;;;;6,6;138;;9,0821;5,9;38,6581;3,643236;;;;;5,85;;;
12/5/1944;;;;5,9;132;;9,0821;5,9;38,6581;3,643236;;;;;5,85;;;
13/5/1944;;;;5,9;125;;8,9019;5,63;38,6581;3,643236;;;;;5,55;;;
14/5/1944;;;;4,85;115;;9,264;5,63;38,6581;3,339008;;;;;5,25;;;
15/5/1944;;;;4,5;128;;10,1996;5,63;36,3241;4,620337;;;;;5,25;;;
16/5/1944;;;;3,8;125;;10,1996;5,36;36,3241;4,967014;;;;;5,25;;;
17/5/1944;;;;3,8;130;;10,5858;5,63;41,0852;3,958304;;;;;5,55;;;
18/5/1944;;;;7,3;133;;17,1954;6,72;44,9037;5,323955;;;;;7,05;;;
19/5/1944;;;;8,14;141;;15,9882;7,54;43,6069;5,691032;;;;;7,05;;;
20/5/1944;;;;7,3;130;;14,1442;7,13;42,3341;6,068128;;;;;5,85;;;
21/5/1944;;;;6,6;145;;11,178;6,72;42,3341;6,068128;;;;;5,55;;;
22/5/1944;;;;6,6;141;;10,5858;6,31;41,0852;7,258426;;;;;5,25;;;
23/5/1944;;;;5,9;119;;10,1996;5,9;41,0852;8,100117;;;;;5,25;;;
24/5/1944;;;;5,55;106;;10,1996;5,63;38,6581;4,967014;;;;;5,25;;;
25/5/1944;;;;5,2;121;;10,009;5,63;36,3241;4,620337;;;;;5,25;;;
26/5/1944;;;;5,2;130;;9,8202;5,36;34,0816;3,643236;;;;;5,015;;;
27/5/1944;;;;4,5;109;;9,8202;4,82;31,929;3,643236;;;;;5,015;;;
28/5/1944;;;;4,5;101;;10,1996;4,82;30,886;3,339008;;;;;5,015;;;
29/5/1944;;;;4,5;100;;10,7815;4,82;30,886;3,643236;;;;;5,015;;;
30/5/1944;;;;4,5;100;;10,7815;4,55;29,8649;3,958304;;;;;4,78;;;
31/5/1944;;;;4,5;103;;10,009;4,55;29,8649;3,958304;;;;;4,78;;;
1/6/1944;;;;3,8;106;;9,8202;4,55;29,8649;3,958304;;;;;4,545;;;
2/6/1944;;;;3,8;115;;9,8202;4,55;28,8654;3,643236;;;;;4,545;;;
3/6/1944;;;;3,8;127;;9,6331;4,55;27,8875;3,643236;;;;;4,545;;;
4/6/1944;;;;3,8;134;;10,1996;4,82;28,8654;3,045787;;;;;4,78;;;
5/6/1944;;;;4,5;145;;10,7815;5,36;34,0816;5,323955;;;;;5,25;;;
6/6/1944;;;;3,8;134;;10,009;5,9;32,9941;6,068128;;;;;5,55;;;
7/6/1944;;;;3,615;121;;9,6331;6,31;34,0816;4,967014;;;;;5,015;;;
8/6/1944;;;;3,43;121;;9,6331;5,9;35,1915;3,958304;;;;;5,015;;;
9/6/1944;;;;3,43;148;;9,4477;5,9;35,1915;3,958304;;;;;4,78;;;
10/6/1944;;;;3,43;117;;9,4477;5,63;32,9941;3,339008;;;;;4,545;;;
11/6/1944;;;;3,43;92,5;;9,0821;4,82;30,886;3,045787;;;;;4,545;;;
12/6/1944;;;;3,43;118;;9,0821;4,55;28,8654;3,045787;;;;;4,31;;;
13/6/1944;;;;3,06;118;;8,7234;4,55;26,9309;3,045787;;;;;4,31;;;
14/6/1944;;;;3,06;114;;8,7234;4,55;24,1869;2,763755;;;;;4,31;;;
15/6/1944;;;;3,06;124;;8,7234;4,28;23,3134;3,045787;;;;;4,075;;;
16/6/1944;;;;3,06;118;;8,3716;4,28;23,3134;2,763755;;;;;3,84;;;
17/6/1944;;;;3,06;124;;8,3716;4,28;23,3134;3,958304;;;;;3,84;;;
18/6/1944;;;;9,4;142;;10,3918;5,36;32,9941;6,068128;;;;;6,15;;;
19/6/1944;;;;8,98;158;;18,6992;6,72;44,9037;22,91842;;;;;18,7;;;
20/6/1944;;;;7,3;164;;16,2263;8,77;72,572;12,34437;;;;;10,525;;;
21/6/1944;;;;6,6;172;;14,3688;8,36;69,0761;8,979465;;;;;7,05;;;
22/6/1944;;;;5,9;164;;12,8322;8,77;54,6704;26,31736;;;;;8,9;;;
23/6/1944;;;;5,2;157;;13,9213;7,95;62,4094;24,93459;;;;;9,875;;;
24/6/1944;;;;4,15;180;;12,1991;7,54;70,8103;14,46098;;;;;7,35;;;
25/6/1944;;;;3,8;172;;11,178;6,72;57,688;10,36762;;;;;6,45;;;
26/6/1944;;;;3,8;154;;10,7815;6,31;48,9403;10,36762;;;;;5,85;;;
27/6/1944;;;;3,8;150;;10,1996;5,63;41,0852;7,67452;;;;;5,25;;;
28/6/1944;;;;3,8;125;;10,009;5,36;37,4795;6,85193;;;;;5,015;;;
29/6/1944;;;;3,43;108;;9,6331;5,09;34,0816;6,068128;;;;;5,015;;;
30/6/1944;;;;3,43;103;;9,4477;4,82;30,886;6,45513;;;;;5,015;;;
1/7/1944;;;;3,8;109;;9,264;4,82;30,886;5,323955;;;;;4,78;;;
2/7/1944;;;;3,8;97;;9,6331;4,55;29,8649;4,967014;;;;;4,78;;;
3/7/1944;;;;3,43;128;;10,009;4,55;28,8654;5,323955;;;;;4,78;;;
4/7/1944;;;;1,83;136;;9,6331;4,28;28,8654;5,323955;;;;;4,545;;;
5/7/1944;;;;3,8;142;;9,4477;4,55;29,8649;6,85193;;;;;5,015;;;
6/7/1944;;;;3,615;172;;14,8231;7,54;41,0852;24,25476;;;;;19,9;;;
7/7/1944;;;;3,245;200;;13,4806;11,16;76,1782;15,5705;;;;;12,7;;;
8/7/1944;;;;3,06;210;;13,0467;8,77;72,572;10,84847;;;;;7,95;;;
9/7/1944;;;;2,135;170;;11,3788;7,54;56,1663;9,433047;;;;;6,45;;;
10/7/1944;;;;1,95;143;;11,7856;6,72;50,3351;9,433047;;;;;6,45;;;
11/7/1944;;;;2,505;130;;10,9789;6,31;42,3341;10,36762;;;;;6,45;;;
12/7/1944;;;;3,43;123;;10,7815;5,9;42,3341;8,979465;;;;;6,15;;;
13/7/1944;;;;3,8;118;;10,1996;5,63;42,3341;7,258426;;;;;5,85;;;
14/7/1944;;;;3,8;106;;9,8202;5,36;41,0852;7,258426;;;;;5,85;;;
15/7/1944;;;;3,8;101;;9,6331;5,09;38,6581;7,258426;;;;;5,55;;;
16/7/1944;;;;3,8;105;;9,6331;5,09;34,0816;6,45513;;;;;5,55;;;
17/7/1944;;;;6,6;106;;11,178;4,82;31,929;6,068128;;;;;5,25;;;
18/7/1944;;;;5,9;106;;10,7815;4,55;30,886;6,45513;;;;;5,25;;;
19/7/1944;;;;4,5;127;;9,6331;4,55;29,8649;6,068128;;;;;5,25;;;
20/7/1944;;;;3,8;124;;9,4477;4,28;29,8649;5,691032;;;;;5,015;;;
21/7/1944;;;;2,69;110;;9,4477;4,28;28,8654;5,691032;;;;;5,015;;;
22/7/1944;;;;2,135;114;;9,264;4,28;28,8654;5,691032;;;;;5,015;;;
23/7/1944;;;;1,95;152;;9,0821;4,28;27,8875;4,967014;;;;;4,78;;;
24/7/1944;;;;1,95;142;;9,0821;4,01;27,8875;5,323955;;;;;4,78;;;
25/7/1944;;;;1,95;97;;8,9019;4,01;26,9309;4,967014;;;;;4,78;;;
26/7/1944;;;;2,135;73;;8,5466;4,01;25,9954;4,620337;;;;;4,545;;;
27/7/1944;;;;1,71;70;;8,7234;4,01;26,9309;4,620337;;;;;4,545;;;
28/7/1944;;;;1,71;71,5;;8,7234;4,28;25,9954;4,620337;;;;;4,545;;;
29/7/1944;;;;1,95;85;;8,5466;4,28;25,9954;4,620337;;;;;4,545;;;
30/7/1944;;;;2,32;89,5;;8,3716;4,28;25,0808;4,284053;;;;;4,31;;;
31/7/1944;;;;2,505;89,5;;8,5466;4,01;24,1869;4,620337;;;;;4,31;;;
1/8/1944;;;;1,83;83,5;;8,5466;4,01;24,1869;4,284053;;;;;4,31;;;
2/8/1944;;;;1,95;79;;9,264;3,74;22,4603;4,620337;;;;;4,31;;;
3/8/1944;;;;1,95;85;;9,0821;3,47;25,0808;4,620337;;;;;4,31;;;
4/8/1944;;;;2,32;85;;9,0821;3,47;24,1869;4,620337;;;;;4,075;;;
5/8/1944;;;;2,32;94;;8,9019;3,2;23,3134;4,620337;;;;;4,075;;;
6/8/1944;;;;2,69;98,5;;8,7234;3,2;23,3134;4,620337;;;;;4,075;;;
7/8/1944;;;;4,15;117;;10,009;3,47;25,0808;6,85193;;;;;4,545;;;
8/8/1944;;;;6,25;108;;11,178;3,74;25,0808;8,979465;;;;;5,25;;;
9/8/1944;;;;3,8;98,5;;11,3788;3,47;30,886;7,67452;;;;;5,25;;;
10/8/1944;;;;2,69;98,5;;10,9789;4,01;31,929;6,068128;;;;;5,015;;;
11/8/1944;;;;1,95;97;;10,009;4,01;29,8649;6,068128;;;;;5,015;;;
12/8/1944;;;;1,83;112;;9,8202;3,74;27,8875;4,620337;;;;;4,545;;;
13/8/1944;;;;1,95;85;;9,6331;3,74;25,9954;3,958304;;;;;4,31;;;
14/8/1944;;;;2,135;74,5;;9,264;3,74;24,1869;4,620337;;;;;4,075;;;
15/8/1944;;;;1,95;85;;9,0821;3,74;22,4603;4,284053;;;;;3,84;;;
16/8/1944;;;;1,95;128;;8,9019;3,47;22,4603;3,958304;;;;;3,84;;;
17/8/1944;;;;1,59;125;;8,5466;3,47;21,6273;3,958304;;;;;3,84;;;
18/8/1944;;;;1,35;134;;8,5466;3,47;21,6273;3,643236;;;;;3,84;;;
19/8/1944;;;;1,71;128;;8,1983;3,2;20,8142;4,284053;;;;;3,84;;;
20/8/1944;;;;1,83;121;;8,0267;3,2;20,8142;4,284053;;;;;3,84;;;
21/8/1944;;;;8,56;103;;9,4477;3,2;25,0808;3,958304;;;;;72;;;
22/8/1944;;;;7,3;105;;8,9019;4,28;37,4795;4,284053;;;;;3,84;;;
23/8/1944;;;;6,95;88;;8,5466;3,2;29,8649;4,284053;;;;;3,84;;;
24/8/1944;;;;4,15;83,5;;8,1983;3,2;25,0808;3,339008;;;;;3,84;;;
25/8/1944;;;;3,8;85;;7,8568;3,2;24,1869;3,958304;;;;;3,84;;;
26/8/1944;;;;3,245;71,5;;7,8568;3,2;23,3134;2,763755;;;;;3,84;;;
27/8/1944;;;;2,69;67;;7,6887;3,025;21,6273;3,045787;;;;;3,84;;;
28/8/1944;;;;3,06;69;;7,5224;3,025;20,8142;3,958304;;;;;3,605;;;
29/8/1944;;;;11,08;182;;19,4737;10,58;95,9151;8,100117;;;;;7,05;;;
