Data;E65365000;E65925000;E73900000;E73770000;E73765000;E73820000;E73780000;E73690001;E73960000;E73600000
1/1/1946;2,08;;;;;;;;;
2/1/1946;1,93;;;;;;;;;
3/1/1946;1,93;;;;;;;;;
4/1/1946;1,78;;;;;;;;;
5/1/1946;1,78;;;;;;;;;
6/1/1946;1,93;;;;;;;;;
7/1/1946;1,78;;;;;;;;;
8/1/1946;1,63;;;;;;;;;
9/1/1946;1,78;;;;;;;;;
10/1/1946;1,93;;;;;;;;;
11/1/1946;1,93;;;;;;;;;
12/1/1946;1,63;;;;;;;;;
13/1/1946;4,57;;;;;;;;;
14/1/1946;7,17;;;;;;;;;
15/1/1946;3,69;;;;;;;;;
16/1/1946;2,23;;;;;;;;;
17/1/1946;3,48;;;;;;;;;
18/1/1946;3,48;;;;;;;;;
19/1/1946;5,85;;;;;;;;;
20/1/1946;4,82;;;;;;;;;
21/1/1946;3,69;;;;;;;;;
22/1/1946;3,27;;;;;;;;;
23/1/1946;2,65;;;;;;;;;
24/1/1946;3,69;;;;;;;;;
25/1/1946;9,87;;;;;;;;;
26/1/1946;9,87;;;;;;;;;
27/1/1946;6,1;;;;;;;;;
28/1/1946;5,33;;;;;;;;;
29/1/1946;4,57;;;;;;;;;
30/1/1946;9,87;;;;;;;;;
31/1/1946;25,6;;;;;;;;;
1/2/1946;56,8;;;;;;;;;
2/2/1946;58,7;;;;;;;;;
3/2/1946;25,6;;;;;;;;;
4/2/1946;15,5;;;;;;;;;
5/2/1946;12,3;;;;;;;;;
6/2/1946;10,6;;;;;;;;;
7/2/1946;9,27;;;;;;;;;
8/2/1946;9,27;;;;;;;;;
9/2/1946;8,97;;;;;;;;;
10/2/1946;9,87;;;;;;;;;
11/2/1946;10,2;;;;;;;;;
12/2/1946;8,97;;;;;;;;;
13/2/1946;6,36;;;;;;;;;
14/2/1946;5,59;;;;;;;;;
15/2/1946;13;;;;;;;;;
16/2/1946;19,9;;;;;;;;;
17/2/1946;15,5;;;;;;;;;
18/2/1946;19,1;;;;;;;;;
19/2/1946;22,5;;;;;;;;;
20/2/1946;17,4;;;;;;;;;
21/2/1946;13,7;;;;;;;;;
22/2/1946;11,2;;;;;;;;;
23/2/1946;9,87;;;;;;;;;
24/2/1946;10,2;;;;;;;;;
25/2/1946;11,2;;;;;;;;;
26/2/1946;11,6;;;;;;;;;
27/2/1946;14,8;;;;;;;;;
28/2/1946;12,3;;;;;;;;;
1/3/1946;13;;;;;;;;;
2/3/1946;12,6;;;;;;;;;
3/3/1946;12,3;;;;;;;;;
4/3/1946;9,87;;;;;;;;;
5/3/1946;8,07;;;;;;;;;
6/3/1946;6,36;;;;;;;;;
7/3/1946;6,61;;;;;;;;;
8/3/1946;6,1;;;;;;;;;
9/3/1946;6,1;;;;;;;;;
10/3/1946;6,87;;;;;;;;;
11/3/1946;10,2;;;;;;;;;
12/3/1946;7,17;;;;;;;;;
13/3/1946;6,36;;;;;;;;;
14/3/1946;7,17;;;;;;;;;
15/3/1946;7,17;;;;;;;;;
16/3/1946;6,1;;;;;;;;;
17/3/1946;5,33;;;;;;;;;
18/3/1946;5,08;;;;;;;;;
19/3/1946;4,57;;;;;;;;;
20/3/1946;4,31;;;;;;;;;
21/3/1946;4,1;;;;;;;;;
22/3/1946;3,89;;;;;;;;;
23/3/1946;3,69;;;;;;;;;
24/3/1946;3,89;;;;;;;;;
25/3/1946;3,89;;;;;;;;;
26/3/1946;3,48;;;;;;;;;
27/3/1946;3,27;;;;;;;;;
28/3/1946;3,06;;;;;;;;;
29/3/1946;2,85;;;;;;;;;
30/3/1946;2,85;;;;;;;;;
31/3/1946;7,77;;;;;;;;;
1/4/1946;7,47;;;;;;;;;
2/4/1946;5,85;;;;;;;;;
3/4/1946;4,31;;;;;;;;;
4/4/1946;4,1;;;;;;;;;
5/4/1946;3,89;;;;;;;;;
6/4/1946;3,69;;;;;;;;;
7/4/1946;3,06;;;;;;;;;
8/4/1946;3,06;;;;;;;;;
9/4/1946;3,06;;;;;;;;;
10/4/1946;2,85;;;;;;;;;
11/4/1946;2,85;;;;;;;;;
12/4/1946;2,85;;;;;;;;;
13/4/1946;2,85;;;;;;;;;
14/4/1946;2,44;;;;;;;;;
15/4/1946;2,23;;;;;;;;;
16/4/1946;2,44;;;;;;;;;
17/4/1946;2,44;;;;;;;;;
18/4/1946;2,23;;;;;;;;;
19/4/1946;2,23;;;;;;;;;
20/4/1946;2,08;;;;;;;;;
21/4/1946;1,93;;;;;;;;;
22/4/1946;1,78;;;;;;;;;
23/4/1946;1,78;;;;;;;;;
24/4/1946;1,78;;;;;;;;;
25/4/1946;1,78;;;;;;;;;
26/4/1946;1,78;;;;;;;;;
27/4/1946;1,63;;;;;;;;;
28/4/1946;1,63;;;;;;;;;
29/4/1946;1,63;;;;;;;;;
30/4/1946;1,33;;;;;;;;;
1/5/1946;1,93;;;;;;;;;
2/5/1946;1,78;;;;;;;;;
3/5/1946;1,63;;;;;;;;;
4/5/1946;1,48;;;;;;;;;
5/5/1946;1,48;;;;;;;;;
6/5/1946;1,48;;;;;;;;;
7/5/1946;1,48;;;;;;;;;
8/5/1946;1,48;;;;;;;;;
9/5/1946;1,48;;;;;;;;;
10/5/1946;1,33;;;;;;;;;
11/5/1946;1,48;;;;;;;;;
12/5/1946;2,23;;;;;;;;;
13/5/1946;2,44;;;;;;;;;
14/5/1946;1,93;;;;;;;;;
15/5/1946;1,78;;;;;;;;;
16/5/1946;1,63;;;;;;;;;
17/5/1946;1,63;;;;;;;;;
18/5/1946;3,89;;;;;;;;;
19/5/1946;31,4;;;;;;;;;
20/5/1946;10,6;;;;;;;;;
21/5/1946;5,33;;;;;;;;;
22/5/1946;4,31;;;;;;;;;
23/5/1946;4,1;;;;;;;;;
24/5/1946;3,48;;;;;;;;;
25/5/1946;3,06;;;;;;;;;
26/5/1946;2,85;;;;;;;;;
27/5/1946;2,65;;;;;;;;;
28/5/1946;2,44;;;;;;;;;
29/5/1946;2,23;;;;;;;;;
30/5/1946;2,23;;;;;;;;;
31/5/1946;3,06;;;;;;;;;
1/6/1946;13,7;;;;;;;;;
2/6/1946;10,9;;;;;;;;;
3/6/1946;9,57;;;;;;;;;
4/6/1946;6,1;;;;;;;;;
5/6/1946;4,1;;;;;;;;;
6/6/1946;4,57;;;;;;;;;
7/6/1946;4,31;;;;;;;;;
8/6/1946;4,1;;;;;;;;;
9/6/1946;4,1;;;;;;;;;
10/6/1946;3,89;;;;;;;;;
11/6/1946;3,27;;;;;;;;;
12/6/1946;2,85;;;;;;;;;
13/6/1946;2,85;;;;;;;;;
14/6/1946;2,65;;;;;;;;;
15/6/1946;3,06;;;;;;;;;
16/6/1946;2,65;;;;;;;;;
17/6/1946;2,44;;;;;;;;;
18/6/1946;2,23;;;;;;;;;
19/6/1946;3,48;;;;;;;;;
20/6/1946;3,27;;;;;;;;;
21/6/1946;3,89;;;;;;;;;
22/6/1946;4,57;;;;;;;;;
23/6/1946;28;;;;;;;;;
24/6/1946;12,6;;;;;;;;;
25/6/1946;8,97;;;;;;;;;
26/6/1946;8,97;;;;;;;;;
27/6/1946;6,36;;;;;;;;;
28/6/1946;7,17;;;;;;;;;
29/6/1946;9,27;;;;;;;;;
30/6/1946;6,36;;;;;;;;;
1/7/1946;5,08;;;;;;;;;
2/7/1946;5,08;;;;;;;;;
3/7/1946;5,08;;;;;;;;;
4/7/1946;5,08;;;;;;;;;
5/7/1946;4,57;;;;;;;;;
6/7/1946;6,36;;;;;;;;;
7/7/1946;15,5;;;;;;;;;
8/7/1946;13,3;;;;;;;;;
9/7/1946;8,37;;;;;;;;;
10/7/1946;6,61;;;;;;;;;
11/7/1946;6,1;;;;;;;;;
12/7/1946;6,1;;;;;;;;;
13/7/1946;23;;;;;;;;;
14/7/1946;14;;;;;;;;;
15/7/1946;12,3;;;;;;;;;
16/7/1946;26,1;;;;;;;;;
17/7/1946;17;;;;;;;;;
18/7/1946;15,5;;;;;;;;;
19/7/1946;13,3;;;;;;;;;
20/7/1946;10,9;;;;;;;;;
21/7/1946;9,87;;;;;;;;;
22/7/1946;9,27;;;;;;;;;
23/7/1946;7,77;;;;;;;;;
24/7/1946;6,87;;;;;;;;;
25/7/1946;6,87;;;;;;;;;
26/7/1946;6,36;;;;;;;;;
27/7/1946;5,85;;;;;;;;;
28/7/1946;5,59;;;;;;;;;
29/7/1946;5,08;;;;;;;;;
30/7/1946;4,82;;;;;;;;;
31/7/1946;4,31;;;;;;;;;
1/8/1946;4,31;;;;;;;;;
2/8/1946;4,1;;;;;;;;;
3/8/1946;3,69;;;;;;;;;
4/8/1946;3,48;;;;;;;;;
5/8/1946;3,27;;;;;;;;;
6/8/1946;3,27;;;;;;;;;
7/8/1946;3,48;;;;;;;;;
8/8/1946;3,27;;;;;;;;;
9/8/1946;3,06;;;;;;;;;
10/8/1946;2,85;;;;;;;;;
11/8/1946;2,85;;;;;;;;;
12/8/1946;2,65;;;;;;;;;
13/8/1946;2,65;;;;;;;;;
14/8/1946;2,65;;;;;;;;;
15/8/1946;2,44;;;;;;;;;
16/8/1946;2,23;;;;;;;;;
17/8/1946;2,08;;;;;;;;;
18/8/1946;2,08;;;;;;;;;
19/8/1946;2,08;;;;;;;;;
20/8/1946;1,93;;;;;;;;;
21/8/1946;1,78;;;;;;;;;
22/8/1946;2,85;;;;;;;;;
23/8/1946;4,57;;;;;;;;;
24/8/1946;3,27;;;;;;;;;
25/8/1946;2,44;;;;;;;;;
26/8/1946;2,44;;;;;;;;;
27/8/1946;3,69;;;;;;;;;
28/8/1946;11,9;;;;;;;;;
29/8/1946;16,3;;;;;;;;;
30/8/1946;6,87;;;;;;;;;
31/8/1946;4,82;;;;;;;;;
1/9/1946;4,31;;;;;;;;;
2/9/1946;3,89;;;;;;;;;
3/9/1946;3,48;;;;;;;;;
4/9/1946;3,06;;;;;;;;;
5/9/1946;2,85;;;;;;;;;
6/9/1946;2,65;;;;;;;;;
7/9/1946;2,65;;;;;;;;;
8/9/1946;2,44;;;;;;;;;
9/9/1946;2,23;;;;;;;;;
10/9/1946;2,23;;;;;;;;;
11/9/1946;2,23;;;;;;;;;
12/9/1946;2,08;;;;;;;;;
13/9/1946;2,08;;;;;;;;;
14/9/1946;2,08;;;;;;;;;
15/9/1946;2,08;;;;;;;;;
16/9/1946;1,93;;;;;;;;;
17/9/1946;1,78;;;;;;;;;
18/9/1946;1,63;;;;;;;;;
19/9/1946;1,63;;;;;;;;;
20/9/1946;1,63;;;;;;;;;
21/9/1946;1,63;;;;;;;;;
22/9/1946;1,48;;;;;;;;;
23/9/1946;3,27;;;;;;;;;
24/9/1946;3,06;;;;;;;;;
25/9/1946;2,23;;;;;;;;;
26/9/1946;1,93;;;;;;;;;
27/9/1946;1,78;;;;;;;;;
28/9/1946;1,78;;;;;;;;;
29/9/1946;1,78;;;;;;;;;
30/9/1946;1,78;;;;;;;;;
1/10/1946;1,63;;;;;;;;;
2/10/1946;1,48;;;;;;;;;
3/10/1946;1,33;;;;;;;;;
4/10/1946;1,33;;;;;;;;;
5/10/1946;1,63;;;;;;;;;
6/10/1946;1,48;;;;;;;;;
7/10/1946;3,89;;;;;;;;;
8/10/1946;21,2;;;;;;;;;
9/10/1946;6,61;;;;;;;;;
10/10/1946;5,08;;;;;;;;;
11/10/1946;3,69;;;;;;;;;
12/10/1946;3,06;;;;;;;;;
13/10/1946;2,85;;;;;;;;;
14/10/1946;3,06;;;;;;;;;
15/10/1946;3,06;;;;;;;;;
16/10/1946;4,57;;;;;;;;;
17/10/1946;10,6;;;;;;;;;
18/10/1946;8,07;;;;;;;;;
19/10/1946;34,5;;;;;;;;;
20/10/1946;16,3;;;;;;;;;
21/10/1946;10,2;;;;;;;;;
22/10/1946;8,37;;;;;;;;;
23/10/1946;7,77;;;;;;;;;
24/10/1946;6,87;;;;;;;;;
25/10/1946;5,59;;;;;;;;;
26/10/1946;4,82;;;;;;;;;
27/10/1946;4,57;;;;;;;;;
28/10/1946;8,67;;;;;;;;;
29/10/1946;6,87;;;;;;;;;
30/10/1946;5,08;;;;;;;;;
31/10/1946;4,57;;;;;;;;;
1/11/1946;6,36;;;;;;;;;
2/11/1946;11,2;;;;;;;;;
3/11/1946;4,82;;;;;;;;;
4/11/1946;4,31;;;;;;;;;
5/11/1946;4,31;;;;;;;;;
6/11/1946;2,08;;;;;;;;;
7/11/1946;2,23;;;;;;;;;
8/11/1946;3,69;;;;;;;;;
9/11/1946;5,33;;;;;;;;;
10/11/1946;4,31;;;;;;;;;
11/11/1946;4,1;;;;;;;;;
12/11/1946;3,69;;;;;;;;;
13/11/1946;3,48;;;;;;;;;
14/11/1946;3,27;;;;;;;;;
15/11/1946;3,06;;;;;;;;;
16/11/1946;2,85;;;;;;;;;
17/11/1946;2,85;;;;;;;;;
18/11/1946;3,06;;;;;;;;;
19/11/1946;3,06;;;;;;;;;
20/11/1946;4,82;;;;;;;;;
21/11/1946;5,85;;;;;;;;;
22/11/1946;4,31;;;;;;;;;
23/11/1946;3,06;;;;;;;;;
24/11/1946;2,85;;;;;;;;;
25/11/1946;2,85;;;;;;;;;
26/11/1946;2,44;;;;;;;;;
27/11/1946;2,23;;;;;;;;;
28/11/1946;2,23;;;;;;;;;
29/11/1946;2,23;;;;;;;;;
30/11/1946;2,08;;;;;;;;;
1/12/1946;2,08;;;;;;;;;
2/12/1946;2,08;;;;;;;;;
3/12/1946;1,93;;;;;;;;;
4/12/1946;1,78;;;;;;;;;
5/12/1946;1,63;;;;;;;;;
6/12/1946;1,93;;;;;;;;;
7/12/1946;1,63;;;;;;;;;
8/12/1946;1,63;;;;;;;;;
9/12/1946;1,63;;;;;;;;;
10/12/1946;2,08;;;;;;;;;
11/12/1946;58,7;;;;;;;;;
12/12/1946;17;;;;;;;;;
13/12/1946;9,57;;;;;;;;;
14/12/1946;12,3;;;;;;;;;
15/12/1946;9,27;;;;;;;;;
16/12/1946;7,47;;;;;;;;;
17/12/1946;7,17;;;;;;;;;
18/12/1946;6,61;;;;;;;;;
19/12/1946;6,36;;;;;;;;;
20/12/1946;9,27;;;;;;;;;
21/12/1946;9,57;;;;;;;;;
22/12/1946;15,2;;;;;;;;;
23/12/1946;10,2;;;;;;;;;
24/12/1946;6,87;;;;;;;;;
25/12/1946;6,36;;;;;;;;;
26/12/1946;5,33;;;;;;;;;
27/12/1946;5,08;;;;;;;;;
28/12/1946;4,82;;;;;;;;;
29/12/1946;4,57;;;;;;;;;
30/12/1946;4,31;;;;;;;;;
31/12/1946;4,1;;;;;;;;;
1/1/1947;3,89;;;;;;;;;
2/1/1947;3,89;;;;;;;;;
3/1/1947;3,69;;;;;;;;;
4/1/1947;3,69;;;;;;;;;
5/1/1947;3,69;;;;;;;;;
6/1/1947;3,48;;;;;;;;;
7/1/1947;3,27;;;;;;;;;
8/1/1947;3,48;;;;;;;;;
9/1/1947;7,17;;;;;;;;;
10/1/1947;6,87;;;;;;;;;
11/1/1947;6,36;;;;;;;;;
12/1/1947;5,59;;;;;;;;;
13/1/1947;5,08;;;;;;;;;
14/1/1947;8,07;;;;;;;;;
15/1/1947;5,59;;;;;;;;;
16/1/1947;4,31;;;;;;;;;
17/1/1947;5,08;;;;;;;;;
18/1/1947;6,1;;;;;;;;;
19/1/1947;4,57;;;;;;;;;
20/1/1947;3,69;;;;;;;;;
21/1/1947;3,06;;;;;;;;;
22/1/1947;2,85;;;;;;;;;
23/1/1947;2,65;;;;;;;;;
24/1/1947;2,65;;;;;;;;;
25/1/1947;2,65;;;;;;;;;
26/1/1947;2,44;;;;;;;;;
27/1/1947;2,23;;;;;;;;;
28/1/1947;2,23;;;;;;;;;
29/1/1947;2,08;;;;;;;;;
30/1/1947;2,08;;;;;;;;;
31/1/1947;1,93;;;;;;;;;
1/2/1947;2,08;;;;;;;;;
2/2/1947;1,93;;;;;;;;;
3/2/1947;1,78;;;;;;;;;
4/2/1947;1,63;;;;;;;;;
5/2/1947;1,48;;;;;;;;;
6/2/1947;1,48;;;;;;;;;
7/2/1947;1,93;;;;;;;;;
8/2/1947;2,08;;;;;;;;;
9/2/1947;1,63;;;;;;;;;
10/2/1947;1,93;;;;;;;;;
11/2/1947;6,1;;;;;;;;;
12/2/1947;9,27;;;;;;;;;
13/2/1947;13,3;;;;;;;;;
14/2/1947;16,3;;;;;;;;;
15/2/1947;7,77;;;;;;;;;
16/2/1947;6,61;;;;;;;;;
17/2/1947;8,07;;;;;;;;;
18/2/1947;15,2;;;;;;;;;
19/2/1947;10,6;;;;;;;;;
20/2/1947;10,6;;;;;;;;;
21/2/1947;7,47;;;;;;;;;
22/2/1947;6,87;;;;;;;;;
23/2/1947;6,1;;;;;;;;;
24/2/1947;7,17;;;;;;;;;
25/2/1947;16,3;;;;;;;;;
26/2/1947;17,8;;;;;;;;;
27/2/1947;13;;;;;;;;;
28/2/1947;10,6;;;;;;;;;
1/3/1947;9,27;;;;;;;;;
2/3/1947;8,07;;;;;;;;;
3/3/1947;7,47;;;;;;;;;
4/3/1947;6,87;;;;;;;;;
5/3/1947;6,61;;;;;;;;;
6/3/1947;5,33;;;;;;;;;
7/3/1947;4,82;;;;;;;;;
8/3/1947;4,57;;;;;;;;;
9/3/1947;4,57;;;;;;;;;
10/3/1947;4,31;;;;;;;;;
11/3/1947;4,31;;;;;;;;;
12/3/1947;4,31;;;;;;;;;
13/3/1947;4,1;;;;;;;;;
14/3/1947;3,48;;;;;;;;;
15/3/1947;3,27;;;;;;;;;
16/3/1947;3,06;;;;;;;;;
17/3/1947;3,06;;;;;;;;;
18/3/1947;3,06;;;;;;;;;
19/3/1947;2,65;;;;;;;;;
20/3/1947;2,65;;;;;;;;;
21/3/1947;2,23;;;;;;;;;
22/3/1947;2,23;;;;;;;;;
23/3/1947;2,23;;;;;;;;;
24/3/1947;2,23;;;;;;;;;
25/3/1947;2,08;;;;;;;;;
26/3/1947;1,93;;;;;;;;;
27/3/1947;1,93;;;;;;;;;
28/3/1947;1,78;;;;;;;;;
29/3/1947;1,78;;;;;;;;;
30/3/1947;1,78;;;;;;;;;
31/3/1947;1,78;;;;;;;;;
1/4/1947;1,78;;;;;;;;;
2/4/1947;1,63;;;;;;;;;
3/4/1947;1,63;;;;;;;;;
4/4/1947;1,48;;;;;;;;;
5/4/1947;1,48;;;;;;;;;
6/4/1947;4,31;;;;;;;;;
7/4/1947;4,31;;;;;;;;;
8/4/1947;4,1;;;;;;;;;
9/4/1947;3,69;;;;;;;;;
10/4/1947;2,23;;;;;;;;;
11/4/1947;2,23;;;;;;;;;
12/4/1947;2,08;;;;;;;;;
13/4/1947;1,93;;;;;;;;;
14/4/1947;1,78;;;;;;;;;
15/4/1947;1,78;;;;;;;;;
16/4/1947;2,08;;;;;;;;;
17/4/1947;2,08;;;;;;;;;
18/4/1947;2,08;;;;;;;;;
19/4/1947;2,08;;;;;;;;;
20/4/1947;1,78;;;;;;;;;
21/4/1947;1,63;;;;;;;;;
22/4/1947;1,48;;;;;;;;;
23/4/1947;1,33;;;;;;;;;
24/4/1947;1,03;;;;;;;;;
25/4/1947;1,03;;;;;;;;;
26/4/1947;1,03;;;;;;;;;
27/4/1947;1,03;;;;;;;;;
28/4/1947;1,03;;;;;;;;;
29/4/1947;1,03;;;;;;;;;
30/4/1947;1,63;;;;;;;;;
1/5/1947;2,08;;;;;;;;;
2/5/1947;2,08;;;;;;;;;
3/5/1947;3,06;;;;;;;;;
4/5/1947;2,44;;;;;;;;;
5/5/1947;1,93;;;;;;;;;
6/5/1947;1,48;;;;;;;;;
7/5/1947;1,18;;;;;;;;;
8/5/1947;1,93;;;;;;;;;
9/5/1947;1,78;;;;;;;;;
10/5/1947;1,93;;;;;;;;;
11/5/1947;1,48;;;;;;;;;
12/5/1947;1,33;;;;;;;;;
13/5/1947;1,18;;;;;;;;;
14/5/1947;1,03;;;;;;;;;
15/5/1947;1,03;;;;;;;;;
16/5/1947;1,03;;;;;;;;;
17/5/1947;1,03;;;;;;;;;
18/5/1947;1,03;;;;;;;;;
19/5/1947;1,33;;;;;;;;;
20/5/1947;1,63;;;;;;;;;
21/5/1947;1,18;;;;;;;;;
22/5/1947;1,18;;;;;;;;;
23/5/1947;1,48;;;;;;;;;
24/5/1947;1,78;;;;;;;;;
25/5/1947;2,23;;;;;;;;;
26/5/1947;2,08;;;;;;;;;
27/5/1947;1,93;;;;;;;;;
28/5/1947;1,78;;;;;;;;;
29/5/1947;1,48;;;;;;;;;
30/5/1947;1,48;;;;;;;;;
31/5/1947;1,18;;;;;;;;;
1/6/1947;1,18;;;;;;;;;
2/6/1947;1,03;;;;;;;;;
3/6/1947;1,03;;;;;;;;;
4/6/1947;1,03;;;;;;;;;
5/6/1947;1,03;;;;;;;;;
6/6/1947;0,875;;;;;;;;;
7/6/1947;0,724;;;;;;;;;
8/6/1947;0,724;;;;;;;;;
9/6/1947;0,724;;;;;;;;;
10/6/1947;0,724;;;;;;;;;
11/6/1947;30,9;;;;;;;;;
12/6/1947;35,5;;;;;;;;;
13/6/1947;16,3;;;;;;;;;
14/6/1947;25,6;;;;;;;;;
15/6/1947;14,4;;;;;;;;;
16/6/1947;11,9;;;;;;;;;
17/6/1947;9,57;;;;;;;;;
18/6/1947;8,07;;;;;;;;;
19/6/1947;6,87;;;;;;;;;
20/6/1947;6,36;;;;;;;;;
21/6/1947;6,1;;;;;;;;;
22/6/1947;5,85;;;;;;;;;
23/6/1947;5,59;;;;;;;;;
24/6/1947;4,57;;;;;;;;;
25/6/1947;4,31;;;;;;;;;
26/6/1947;4,31;;;;;;;;;
27/6/1947;4,1;;;;;;;;;
28/6/1947;3,89;;;;;;;;;
29/6/1947;4,1;;;;;;;;;
30/6/1947;4,1;;;;;;;;;
1/7/1947;3,89;;;;;;;;;
2/7/1947;3,69;;;;;;;;;
3/7/1947;6,61;;;;;;;;;
4/7/1947;8,97;;;;;;;;;
5/7/1947;5,85;;;;;;;;;
6/7/1947;5,08;;;;;;;;;
7/7/1947;4,31;;;;;;;;;
8/7/1947;4,1;;;;;;;;;
9/7/1947;3,89;;;;;;;;;
10/7/1947;3,48;;;;;;;;;
11/7/1947;3,27;;;;;;;;;
12/7/1947;3,27;;;;;;;;;
13/7/1947;3,27;;;;;;;;;
14/7/1947;3,06;;;;;;;;;
15/7/1947;2,85;;;;;;;;;
16/7/1947;2,65;;;;;;;;;
17/7/1947;2,44;;;;;;;;;
18/7/1947;2,44;;;;;;;;;
19/7/1947;2,23;;;;;;;;;
20/7/1947;2,23;;;;;;;;;
21/7/1947;2,23;;;;;;;;;
22/7/1947;2,23;;;;;;;;;
23/7/1947;2,23;;;;;;;;;
24/7/1947;2,08;;;;;;;;;
25/7/1947;2,08;;;;;;;;;
26/7/1947;2,23;;;;;;;;;
27/7/1947;4,82;;;;;;;;;
28/7/1947;6,36;;;;;;;;;
29/7/1947;5,08;;;;;;;;;
30/7/1947;3,89;;;;;;;;;
31/7/1947;3,89;;;;;;;;;
1/8/1947;15,2;;;;;;;;;
2/8/1947;8,67;;;;;;;;;
3/8/1947;5,59;;;;;;;;;
4/8/1947;4,57;;;;;;;;;
5/8/1947;4,31;;;;;;;;;
6/8/1947;4,31;;;;;;;;;
7/8/1947;4,31;;;;;;;;;
8/8/1947;5,08;;;;;;;;;
9/8/1947;4,57;;;;;;;;;
10/8/1947;9,27;;;;;;;;;
11/8/1947;8,67;;;;;;;;;
12/8/1947;6,36;;;;;;;;;
13/8/1947;5,59;;;;;;;;;
14/8/1947;4,82;;;;;;;;;
15/8/1947;4,57;;;;;;;;;
16/8/1947;4,31;;;;;;;;;
17/8/1947;3,89;;;;;;;;;
18/8/1947;3,69;;;;;;;;;
19/8/1947;3,48;;;;;;;;;
20/8/1947;3,48;;;;;;;;;
21/8/1947;3,48;;;;;;;;;
22/8/1947;3,27;;;;;;;;;
23/8/1947;3,06;;;;;;;;;
24/8/1947;2,85;;;;;;;;;
25/8/1947;2,65;;;;;;;;;
26/8/1947;2,44;;;;;;;;;
27/8/1947;3,48;;;;;;;;;
28/8/1947;2,85;;;;;;;;;
29/8/1947;2,44;;;;;;;;;
30/8/1947;2,23;;;;;;;;;
31/8/1947;3,48;;;;;;;;;
1/9/1947;15,2;;;;;;;;;
2/9/1947;15,2;;;;;;;;;
3/9/1947;9,27;;;;;;;;;
4/9/1947;8,37;;;;;;;;;
5/9/1947;8,07;;;;;;;;;
6/9/1947;7,77;;;;;;;;;
7/9/1947;7,47;;;;;;;;;
8/9/1947;6,1;;;;;;;;;
9/9/1947;5,59;;;;;;;;;
10/9/1947;5,08;;;;;;;;;
11/9/1947;4,57;;;;;;;;;
12/9/1947;4,1;;;;;;;;;
13/9/1947;4,1;;;;;;;;;
14/9/1947;3,89;;;;;;;;;
15/9/1947;3,89;;;;;;;;;
16/9/1947;3,89;;;;;;;;;
17/9/1947;8,07;;;;;;;;;
18/9/1947;16,6;;;;;;;;;
19/9/1947;16,6;;;;;;;;;
20/9/1947;15,5;;;;;;;;;
21/9/1947;11,6;;;;;;;;;
22/9/1947;8,37;;;;;;;;;
23/9/1947;10,6;;;;;;;;;
24/9/1947;46,6;;;;;;;;;
25/9/1947;60;;;;;;;;;
26/9/1947;26,1;;;;;;;;;
27/9/1947;33;;;;;;;;;
28/9/1947;22,1;;;;;;;;;
29/9/1947;19,9;;;;;;;;;
30/9/1947;17;;;;;;;;;
1/10/1947;20,8;;;;;;;;;
2/10/1947;12,6;;;;;;;;;
3/10/1947;11,2;;;;;;;;;
4/10/1947;16,6;;;;;;;;;
5/10/1947;9,27;;;;;;;;;
6/10/1947;9,27;;;;;;;;;
7/10/1947;9,57;;;;;;;;;
8/10/1947;10,6;;;;;;;;;
9/10/1947;8,07;;;;;;;;;
10/10/1947;7,47;;;;;;;;;
11/10/1947;7,17;;;;;;;;;
12/10/1947;6,87;;;;;;;;;
13/10/1947;6,1;;;;;;;;;
14/10/1947;5,85;;;;;;;;;
15/10/1947;5,59;;;;;;;;;
16/10/1947;5,33;;;;;;;;;
17/10/1947;4,82;;;;;;;;;
18/10/1947;4,82;;;;;;;;;
19/10/1947;4,31;;;;;;;;;
20/10/1947;5,85;;;;;;;;;
21/10/1947;4,57;;;;;;;;;
22/10/1947;4,31;;;;;;;;;
23/10/1947;4,31;;;;;;;;;
24/10/1947;4,31;;;;;;;;;
25/10/1947;7,17;;;;;;;;;
26/10/1947;5,59;;;;;;;;;
27/10/1947;4,1;;;;;;;;;
28/10/1947;4,1;;;;;;;;;
29/10/1947;4,82;;;;;;;;;
30/10/1947;4,31;;;;;;;;;
31/10/1947;3,89;;;;;;;;;
1/11/1947;3,48;;;;;;;;;
2/11/1947;5,33;;;;;;;;;
3/11/1947;6,36;;;;;;;;;
4/11/1947;5,59;;;;;;;;;
5/11/1947;5,33;;;;;;;;;
6/11/1947;4,82;;;;;;;;;
7/11/1947;4,1;;;;;;;;;
8/11/1947;3,06;;;;;;;;;
9/11/1947;2,65;;;;;;;;;
10/11/1947;2,44;;;;;;;;;
11/11/1947;2,23;;;;;;;;;
12/11/1947;2,08;;;;;;;;;
13/11/1947;2,23;;;;;;;;;
14/11/1947;2,23;;;;;;;;;
15/11/1947;2,23;;;;;;;;;
16/11/1947;2,08;;;;;;;;;
17/11/1947;2,08;;;;;;;;;
18/11/1947;2,08;;;;;;;;;
19/11/1947;1,93;;;;;;;;;
20/11/1947;1,93;;;;;;;;;
21/11/1947;1,93;;;;;;;;;
22/11/1947;1,93;;;;;;;;;
23/11/1947;1,78;;;;;;;;;
24/11/1947;2,85;;;;;;;;;
25/11/1947;5,33;;;;;;;;;
26/11/1947;4,31;;;;;;;;;
27/11/1947;4,1;;;;;;;;;
28/11/1947;3,69;;;;;;;;;
29/11/1947;2,85;;;;;;;;;
